event_id,team,team_id,score_for,score_against,win,draw,loose,local
11972518,San Miguel,264945,1,1,False,True,False,Home
11972518,Agropecuario,265787,1,1,False,True,False,Away
11972532,Aldosivi,36836,0,0,False,True,False,Home
11972532,Alvarado,273715,0,0,False,True,False,Away
11972528,Deportivo Madryn,222120,0,1,False,False,True,Home
11972528,Temperley,112499,1,0,True,False,False,Away
11972530,San Telmo,213361,4,1,True,False,False,Home
11972530,Almagro,4938,1,4,False,False,True,Away
11972516,Deportivo Maipú,213042,1,0,True,False,False,Home
11972516,Tristán Suárez,93513,0,1,False,False,True,Away
11972519,Quilmes,4936,1,0,True,False,False,Home
11972519,Guillermo Brown,53801,0,1,False,False,True,Away
11972515,Gimnasia J.,5292,1,1,False,True,False,Home
11972515,Patronato,43741,1,1,False,True,False,Away
11972522,Chacarita Jrs.,3214,1,0,True,False,False,Home
11972522,SM Tucumán,23950,0,1,False,False,True,Away
11972525,Almirante Brown,43740,0,0,False,True,False,Home
11972525,Gimnasia Mendoza,188441,0,0,False,True,False,Away
12157520,Ferro Carril Oeste,36841,2,2,False,True,False,Home
12157520,All Boys,36834,2,2,False,True,False,Away
12183621,Güemes,224646,0,1,False,False,True,Home
12183621,Racing de Córdoba,273657,1,0,True,False,False,Away
11972526,Atlanta,53799,0,0,False,True,False,Home
11972526,Nueva Chicago,3200,0,0,False,True,False,Away
12159140,Atlético Rafaela,34976,0,0,False,True,False,Home
12159140,Brown de Adrogué,107201,0,0,False,True,False,Away
12178540,Chaco For Ever,252726,3,0,True,False,False,Home
12178540,Defensores,52215,0,3,False,False,True,Away
12158125,Estudiantes R.C.,266694,0,0,False,True,False,Home
12158125,Mitre,255425,0,0,False,True,False,Away
12177656,Colón,3207,1,0,True,False,False,Home
12177656,Gimnasia y Tiro,222126,0,1,False,False,True,Away
11972535,Guillermo Brown,53801,1,1,False,True,False,Home
11972535,Talleres R.E.,201162,1,1,False,True,False,Away
11972536,Agropecuario,265787,1,1,False,True,False,Home
11972536,Quilmes,4936,1,1,False,True,False,Away
11972533,Arsenal,3221,3,1,True,False,False,Home
11972533,Chacarita Jrs.,3214,1,3,False,False,True,Away
11972548,Gimnasia Mendoza,188441,2,0,True,False,False,Home
11972548,Colón,3207,0,2,False,False,True,Away
11972543,Almagro,4938,1,0,True,False,False,Home
11972543,Atlético Rafaela,34976,0,1,False,False,True,Away
11972545,Temperley,112499,0,0,False,True,False,Home
11972545,Def. Unidos,93515,0,0,False,True,False,Away
11972538,Tristán Suárez,93513,1,1,False,True,False,Home
11972538,Ferro Carril Oeste,36841,1,1,False,True,False,Away
11972547,Nueva Chicago,3200,1,0,True,False,False,Home
11972547,Almirante Brown,43740,0,1,False,False,True,Away
11972541,Alvarado,273715,0,0,False,True,False,Home
11972541,Güemes,224646,0,0,False,True,False,Away
11972549,Gimnasia y Tiro,222126,1,1,False,True,False,Home
11972549,Estudiantes R.C.,266694,1,1,False,True,False,Away
11972540,Racing de Córdoba,273657,1,0,True,False,False,Home
