player,id,jersey,position,substitute,minutes,order,line,lat,pos,local,team,formation,defense,midfield,attack,averageX,averageY,pointsCount,event_id
Leonardo Javier Ramos,808679,9,F,False,46,11,ata,1/1,ATA,Home,Tristán Suárez,4-1-4-1,4,5,1,62.176470588235,52.176470588235,17.0,11972427
Francisco Molina,1654073,19,F,True,44,12,,,SUS,Home,Tristán Suárez,4-1-4-1,4,5,1,65.571428571429,59.071428571429,14.0,11972427
Gianluca Ezequiel Banuera,1598397,20,M,True,44,13,,,SUS,Home,Tristán Suárez,4-1-4-1,4,5,1,62.647058823529,21.088235294118,34.0,11972427
Santiago Agustín Ayala Rodríguez,1122874,13,M,True,25,14,,,SUS,Home,Tristán Suárez,4-1-4-1,4,5,1,55.875,85.125,40.0,11972427
Ángel Almada,1180582,18,M,True,25,15,,,SUS,Home,Tristán Suárez,4-1-4-1,4,5,1,56.5625,72.0,32.0,11972427
Iván Regules,944699,14,M,True,13,16,,,SUS,Home,Tristán Suárez,4-1-4-1,4,5,1,73.5625,31.625,16.0,11972427
Joaquín Mendive,875234,12,G,True,0,17,,,SUS,Home,Tristán Suárez,4-1-4-1,4,5,1,,,,11972427
Leonel Canzoniero,1180585,17,D,True,0,18,,,SUS,Home,Tristán Suárez,4-1-4-1,4,5,1,,,,11972427
Matias Sanchez,358990,16,M,True,0,19,,,SUS,Home,Tristán Suárez,4-1-4-1,4,5,1,,,,11972427
Franco Nahuel Berges,1654196,15,M,True,0,20,,,SUS,Home,Tristán Suárez,4-1-4-1,4,5,1,,,,11972427
Julio Salvá,895215,1,G,False,90,1,por,1/1,POR,Away,Patronato,4-4-2,4,4,2,7.2162162162162,50.0,37.0,11972427
Gonzalo Asis,868363,4,D,False,90,2,def,1/4,DEF,Away,Patronato,4-4-2,4,4,2,44.0,19.279069767442,43.0,11972427
Mateo Raúl Burdisso,1653822,2,D,False,90,3,def,2/4,DEF,Away,Patronato,4-4-2,4,4,2,35.258620689655,36.379310344828,58.0,11972427
Martín Ferreyra,895930,6,D,False,90,4,def,3/4,DEF,Away,Patronato,4-4-2,4,4,2,29.090909090909,70.727272727273,44.0,11972427
Diego Martinez,829754,3,D,False,90,5,def,4/4,DEF,Away,Patronato,4-4-2,4,4,2,34.775862068966,81.862068965517,58.0,11972427
Diego Martinez,829754,3,D,False,90,5,def,4/4,DEF,Away,Patronato,4-4-2,4,4,2,34.775862068966,81.862068965517,58.0,11972427
Diego Martinez,829754,3,D,False,90,5,def,4/4,DEF,Away,Patronato,4-4-2,4,4,2,34.775862068966,81.862068965517,58.0,11972427
Diego Martinez,829754,3,D,False,90,5,def,4/4,DEF,Away,Patronato,4-4-2,4,4,2,34.775862068966,81.862068965517,58.0,11972427
Diego Martinez,829754,3,D,False,90,5,def,4/4,DEF,Away,Patronato,4-4-2,4,4,2,34.775862068966,81.862068965517,58.0,11972427
Fabricio Damián Sanguinetti Fernández,1653821,11,M,False,77,6,mid_1,1/4,MED,Away,Patronato,4-4-2,4,4,2,59.171428571429,25.142857142857,35.0,11972427
Gustavo Turraca,896738,5,M,False,86,7,mid_1,2/4,MED,Away,Patronato,4-4-2,4,4,2,43.888888888889,37.611111111111,54.0,11972427
Augusto Roman  Picco,1597483,7,M,False,90,8,mid_1,3/4,MED,Away,Patronato,4-4-2,4,4,2,47.333333333333,53.047619047619,63.0,11972427
Juan Pablo Barinaga,1214766,8,M,False,86,9,mid_1,4/4,MED,Away,Patronato,4-4-2,4,4,2,54.372093023256,71.139534883721,43.0,11972427
Arnaldo Gonzalez,340957,10,F,False,68,10,ata,1/2,ATA,Away,Patronato,4-4-2,4,4,2,61.6,50.666666666667,45.0,11972427
Franco Coronel,974679,9,F,False,77,11,ata,2/2,ATA,Away,Patronato,4-4-2,4,4,2,72.540540540541,65.621621621622,37.0,11972427
Emanuel Maciel,922449,19,M,True,22,12,,,SUS,Away,Patronato,4-4-2,4,4,2,39.818181818182,64.909090909091,11.0,11972427
Brian Sosa,896747,13,D,True,13,13,,,SUS,Away,Patronato,4-4-2,4,4,2,36.785714285714,16.357142857143,14.0,11972427
Mariano Meynier,1512353,20,F,True,13,14,,,SUS,Away,Patronato,4-4-2,4,4,2,64.25,30.0,4.0,11972427
Pablo Hofstetter,1116307,15,M,True,4,15,,,SUS,Away,Patronato,4-4-2,4,4,2,36.125,38.125,8.0,11972427
Bartolomé Velásquez,1509270,16,M,True,4,16,,,SUS,Away,Patronato,4-4-2,4,4,2,43.875,48.875,8.0,11972427
Iván Chaves,1186315,12,G,True,0,17,,,SUS,Away,Patronato,4-4-2,4,4,2,,,,11972427
Santiago Bellatti,1485504,14,D,True,0,18,,,SUS,Away,Patronato,4-4-2,4,4,2,,,,11972427
Alejo Agustín Miró,1598286,18,M,True,0,19,,,SUS,Away,Patronato,4-4-2,4,4,2,,,,11972427
Lautaro Valentín Pereyra,1597485,17,M,True,0,20,,,SUS,Away,Patronato,4-4-2,4,4,2,,,,11972427
Matias Budino,1108944,1,G,False,90,1,por,1/1,POR,Home,Estudiantes B.A.,4-4-2,4,4,2,6.8,51.0,30.0,11972419
Iván Gonzalo Valenzuela,1654180,4,D,False,46,2,def,1/4,DEF,Home,Estudiantes B.A.,4-4-2,4,4,2,48.432432432432,25.162162162162,37.0,11972419
David Ledesma Sacarías,1597457,2,D,False,90,3,def,2/4,DEF,Home,Estudiantes B.A.,4-4-2,4,4,2,29.433962264151,33.698113207547,53.0,11972419
Jorge Adrián Benítez,1597469,6,D,False,90,4,def,3/4,DEF,Home,Estudiantes B.A.,4-4-2,4,4,2,32.7,63.014285714286,70.0,11972419
Lautaro Lusnig,1119713,3,D,False,90,5,def,4/4,DEF,Home,Estudiantes B.A.,4-4-2,4,4,2,43.28125,88.484375,64.0,11972419
Enzo Acosta,830685,10,M,False,57,6,mid_1,1/4,MED,Home,Estudiantes B.A.,4-4-2,4,4,2,56.076923076923,25.384615384615,26.0,11972419
Matias Gonzalo Lugo,1382065,5,M,False,71,7,mid_1,2/4,MED,Home,Estudiantes B.A.,4-4-2,4,4,2,49.949152542373,48.864406779661,59.0,11972419
Santiago Briñone,944659,8,M,False,78,8,mid_1,3/4,MED,Home,Estudiantes B.A.,4-4-2,4,4,2,50.714285714286,52.785714285714,70.0,11972419
Matías Valdivia,898894,11,M,False,46,9,mid_1,4/4,MED,Home,Estudiantes B.A.,4-4-2,4,4,2,66.566666666667,79.933333333333,30.0,11972419
Jonathan Berón,1388907,7,F,False,77,10,ata,1/2,ATA,Home,Estudiantes B.A.,4-4-2,4,4,2,70.6,38.366666666667,60.0,11972419
Jonathan Berón,1388907,7,F,False,77,10,ata,1/2,ATA,Home,Estudiantes B.A.,4-4-2,4,4,2,70.6,38.366666666667,60.0,11972419
Jonathan Berón,1388907,7,F,False,77,10,ata,1/2,ATA,Home,Estudiantes B.A.,4-4-2,4,4,2,70.6,38.366666666667,60.0,11972419
Jonathan Berón,1388907,7,F,False,77,10,ata,1/2,ATA,Home,Estudiantes B.A.,4-4-2,4,4,2,70.6,38.366666666667,60.0,11972419
Jonathan Berón,1388907,7,F,False,77,10,ata,1/2,ATA,Home,Estudiantes B.A.,4-4-2,4,4,2,70.6,38.366666666667,60.0,11972419
Iván Sandoval,1116310,9,F,False,90,11,ata,2/2,ATA,Home,Estudiantes B.A.,4-4-2,4,4,2,70.803278688525,51.409836065574,61.0,11972419
Mariano Del Col,918238,15,D,True,44,12,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,55.822222222222,12.688888888889,45.0,11972419
Enzo Luna,1385677,18,M,True,44,13,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,69.783783783784,76.243243243243,37.0,11972419
Franco Fagúndez Acosta,1605139,19,F,True,33,14,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,65.875,67.666666666667,24.0,11972419
Ignacio Vallejos,1164852,17,M,True,19,15,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,49.5,49.071428571429,14.0,11972419
Fernando Miranda,1020528,16,M,True,13,16,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,59.4,55.1,10.0,11972419
Lautaro Amade,974726,12,G,True,0,17,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,,,,11972419
Franco Lorenzon,1185563,13,D,True,0,18,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,,,,11972419
Nicolás Fernández,974678,14,D,True,0,19,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,,,,11972419
Felipe Gorla,1654088,20,F,True,0,20,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,,,,11972419
Esteban Glellel,1020507,1,G,False,90,1,por,1/1,POR,Away,Quilmes,4-2-3-1,4,5,1,11.159090909091,49.522727272727,44.0,11972419
Damián Adín,929459,4,D,False,90,2,def,1/4,DEF,Away,Quilmes,4-2-3-1,4,5,1,44.694117647059,15.411764705882,85.0,11972419
Federico Tévez,1169599,2,D,False,84,3,def,2/4,DEF,Away,Quilmes,4-2-3-1,4,5,1,31.603174603175,33.777777777778,63.0,11972419
Matias Ferreira,1121486,6,D,False,90,4,def,3/4,DEF,Away,Quilmes,4-2-3-1,4,5,1,29.927536231884,71.507246376812,69.0,11972419
Leandro Allende,1182432,3,D,False,90,5,def,4/4,DEF,Away,Quilmes,4-2-3-1,4,5,1,52.43661971831,83.295774647887,71.0,11972419
Alexis Steimbach,1394197,8,M,False,84,6,mid_0,1/2,MED,Away,Quilmes,4-2-3-1,4,5,1,48.618181818182,38.690909090909,55.0,11972419
Alexis Steimbach,1394197,8,M,False,84,6,mid_0,1/2,MED,Away,Quilmes,4-2-3-1,4,5,1,48.618181818182,38.690909090909,55.0,11972419
Alexis Steimbach,1394197,8,M,False,84,6,mid_0,1/2,MED,Away,Quilmes,4-2-3-1,4,5,1,48.618181818182,38.690909090909,55.0,11972419
Alexis Steimbach,1394197,8,M,False,84,6,mid_0,1/2,MED,Away,Quilmes,4-2-3-1,4,5,1,48.618181818182,38.690909090909,55.0,11972419
Alexis Steimbach,1394197,8,M,False,84,6,mid_0,1/2,MED,Away,Quilmes,4-2-3-1,4,5,1,48.618181818182,38.690909090909,55.0,11972419
Alexis Steimbach,1394197,8,M,False,84,6,mid_0,1/2,MED,Away,Quilmes,4-2-3-1,4,5,1,48.618181818182,38.690909090909,55.0,11972419
Iván Ramírez,946179,5,M,False,45,7,mid_0,2/2,MED,Away,Quilmes,4-2-3-1,4,5,1,41.479166666667,54.229166666667,48.0,11972419
Lautaro Parisi,946161,7,M,False,90,8,mid_2,1/3,MED,Away,Quilmes,4-2-3-1,4,5,1,61.224137931034,31.103448275862,58.0,11972419
Fabián Bordagaray,79688,11,M,False,45,9,mid_2,2/3,MED,Away,Quilmes,4-2-3-1,4,5,1,53.225,53.975,40.0,11972419
Axel Batista,1512471,10,M,False,90,10,mid_2,3/3,MED,Away,Quilmes,4-2-3-1,4,5,1,57.833333333333,78.060606060606,66.0,11972419
Tomás Gonzalez,1187055,9,F,False,71,11,ata,1/1,ATA,Away,Quilmes,4-2-3-1,4,5,1,62.0,61.425531914894,47.0,11972419
Joaquin Postigo,1418610,15,M,True,45,12,,,SUS,Away,Quilmes,4-2-3-1,4,5,1,36.090909090909,46.333333333333,33.0,11972419
Lucas Abascia,1113113,13,D,True,19,13,,,SUS,Away,Quilmes,4-2-3-1,4,5,1,26.315789473684,47.842105263158,19.0,11972419
Santiago Puzzo,1653792,17,M,True,6,14,,,SUS,Away,Quilmes,4-2-3-1,4,5,1,56.818181818182,41.636363636364,11.0,11972419
Maximiliano Alanís,1466651,19,F,True,6,15,,,SUS,Away,Quilmes,4-2-3-1,4,5,1,66.333333333333,44.166666666667,12.0,11972419
Maximiliano Jose Gagliardo,1186061,12,G,True,0,16,,,SUS,Away,Quilmes,4-2-3-1,4,5,1,,,,11972419
Federico Héctor Pérez,1495204,14,M,True,0,17,,,SUS,Away,Quilmes,4-2-3-1,4,5,1,,,,11972419
Ramiro Nicolás Martínez,1799515,16,M,True,0,18,,,SUS,Away,Quilmes,4-2-3-1,4,5,1,,,,11972419
Juan Capano,1523699,18,M,True,0,19,,,SUS,Away,Quilmes,4-2-3-1,4,5,1,,,,11972419
Lucas Alfonso,1653799,20,F,True,0,20,,,SUS,Away,Quilmes,4-2-3-1,4,5,1,,,,11972419
Damián Tello,941475,1,G,False,90,1,por,1/1,POR,Home,Talleres R.E.,4-1-3-2,4,4,2,5.6764705882353,50.117647058824,34.0,11972437
Fernando Duré,1627956,4,D,False,90,2,def,1/4,DEF,Home,Talleres R.E.,4-1-3-2,4,4,2,48.709677419355,12.870967741935,62.0,11972437
Nicolás Monserrat,1108984,2,D,False,90,3,def,2/4,DEF,Home,Talleres R.E.,4-1-3-2,4,4,2,23.545454545455,35.181818181818,44.0,11972437
Nicolás Malvacio,1121932,6,D,False,86,4,def,3/4,DEF,Home,Talleres R.E.,4-1-3-2,4,4,2,32.777777777778,70.833333333333,54.0,11972437
Patricio Romero,789367,3,D,False,90,5,def,4/4,DEF,Home,Talleres R.E.,4-1-3-2,4,4,2,41.0,82.717391304348,46.0,11972437
Alejandro Benítez,1214062,5,M,False,90,6,mid_0,1/1,MED,Home,Talleres R.E.,4-1-3-2,4,4,2,43.888888888889,46.793650793651,63.0,11972437
Fernando Enrique,896925,10,M,False,90,7,mid_2,1/3,MED,Home,Talleres R.E.,4-1-3-2,4,4,2,59.338983050847,40.491525423729,59.0,11972437
Norberto Palmieri,896727,8,M,False,72,8,mid_2,2/3,MED,Home,Talleres R.E.,4-1-3-2,4,4,2,37.4,46.857142857143,35.0,11972437
Tomas Asprea,789845,11,M,False,72,9,mid_2,3/3,MED,Home,Talleres R.E.,4-1-3-2,4,4,2,57.339622641509,39.132075471698,53.0,11972437
Matias Donato,966484,9,F,False,46,10,ata,1/2,ATA,Home,Talleres R.E.,4-1-3-2,4,4,2,58.47619047619,31.714285714286,21.0,11972437
Rodrigo Cao,1605507,7,F,False,72,11,ata,2/2,ATA,Home,Talleres R.E.,4-1-3-2,4,4,2,69.145161290323,70.741935483871,62.0,11972437
Rodrigo Cao,1605507,7,F,False,72,11,ata,2/2,ATA,Home,Talleres R.E.,4-1-3-2,4,4,2,69.145161290323,70.741935483871,62.0,11972437
Rodrigo Cao,1605507,7,F,False,72,11,ata,2/2,ATA,Home,Talleres R.E.,4-1-3-2,4,4,2,69.145161290323,70.741935483871,62.0,11972437
Rodrigo Cao,1605507,7,F,False,72,11,ata,2/2,ATA,Home,Talleres R.E.,4-1-3-2,4,4,2,69.145161290323,70.741935483871,62.0,11972437
Rodrigo Cao,1605507,7,F,False,72,11,ata,2/2,ATA,Home,Talleres R.E.,4-1-3-2,4,4,2,69.145161290323,70.741935483871,62.0,11972437
Nicolás Molina,1198495,19,F,True,44,12,,,SUS,Home,Talleres R.E.,4-1-3-2,4,4,2,60.864864864865,60.405405405405,37.0,11972437
Diogo Guzmán,1627948,17,M,True,18,13,,,SUS,Home,Talleres R.E.,4-1-3-2,4,4,2,48.181818181818,23.090909090909,22.0,11972437
Maximiliano Rogoski,1102451,16,M,True,18,14,,,SUS,Home,Talleres R.E.,4-1-3-2,4,4,2,38.888888888889,58.222222222222,9.0,11972437
Ciro Campuzano,1627943,18,M,True,18,15,,,SUS,Home,Talleres R.E.,4-1-3-2,4,4,2,46.894736842105,73.263157894737,19.0,11972437
David Achucarro,122626,13,D,True,4,16,,,SUS,Home,Talleres R.E.,4-1-3-2,4,4,2,21.5,61.125,8.0,11972437
Mauro Casoli,1627989,12,G,True,0,17,,,SUS,Home,Talleres R.E.,4-1-3-2,4,4,2,,,,11972437
Luciano Sánchez,943180,15,D,True,0,18,,,SUS,Home,Talleres R.E.,4-1-3-2,4,4,2,,,,11972437
Agustin Campana,1111534,14,M,True,0,19,,,SUS,Home,Talleres R.E.,4-1-3-2,4,4,2,,,,11972437
Favio Cabral,1017376,20,F,True,0,20,,,SUS,Home,Talleres R.E.,4-1-3-2,4,4,2,,,,11972437
Franco Aguero,789281,1,G,False,90,1,por,1/1,POR,Away,Brown de Adrogué,4-4-2,4,4,2,10.227272727273,50.022727272727,44.0,11972437
Rafael Sangiovani,1087012,4,D,False,90,2,def,1/4,DEF,Away,Brown de Adrogué,4-4-2,4,4,2,44.990909090909,18.009090909091,110.0,11972437
Nicolas Arrechea,884995,2,D,False,65,3,def,2/4,DEF,Away,Brown de Adrogué,4-4-2,4,4,2,27.170731707317,33.487804878049,41.0,11972437
Abel Masuero,174891,6,D,False,90,4,def,3/4,DEF,Away,Brown de Adrogué,4-4-2,4,4,2,36.444444444444,66.911111111111,90.0,11972437
Mauro Luque,1066571,3,D,False,46,5,def,4/4,DEF,Away,Brown de Adrogué,4-4-2,4,4,2,48.35593220339,87.457627118644,59.0,11972437
Sergio Modon,249921,8,M,False,46,6,mid_1,1/4,MED,Away,Brown de Adrogué,4-4-2,4,4,2,56.555555555556,35.638888888889,36.0,11972437
Gonzalo Desio,1086994,5,M,False,90,7,mid_1,2/4,MED,Away,Brown de Adrogué,4-4-2,4,4,2,47.198198198198,48.504504504505,111.0,11972437
Tomas Patrizio,1656797,7,M,False,60,8,mid_1,3/4,MED,Away,Brown de Adrogué,4-4-2,4,4,2,50.524590163934,58.114754098361,61.0,11972437
Franco Benitez,1131817,10,M,False,90,9,mid_1,4/4,MED,Away,Brown de Adrogué,4-4-2,4,4,2,65.865384615385,58.375,104.0,11972437
Franco Benitez,1131817,10,M,False,90,9,mid_1,4/4,MED,Away,Brown de Adrogué,4-4-2,4,4,2,65.865384615385,58.375,104.0,11972437
Franco Benitez,1131817,10,M,False,90,9,mid_1,4/4,MED,Away,Brown de Adrogué,4-4-2,4,4,2,65.865384615385,58.375,104.0,11972437
Franco Benitez,1131817,10,M,False,90,9,mid_1,4/4,MED,Away,Brown de Adrogué,4-4-2,4,4,2,65.865384615385,58.375,104.0,11972437
Franco Benitez,1131817,10,M,False,90,9,mid_1,4/4,MED,Away,Brown de Adrogué,4-4-2,4,4,2,65.865384615385,58.375,104.0,11972437
Matías Nouet,932862,11,F,False,90,10,ata,1/2,ATA,Away,Brown de Adrogué,4-4-2,4,4,2,68.428571428571,33.666666666667,63.0,11972437
Franco Pulicastro,1020530,9,F,False,60,11,ata,2/2,ATA,Away,Brown de Adrogué,4-4-2,4,4,2,73.516129032258,47.483870967742,31.0,11972437
Gonzalo Gamarra,905493,15,D,True,44,12,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,49.524590163934,86.606557377049,61.0,11972437
Santiago Sosa,1654059,16,M,True,44,13,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,60.913043478261,71.913043478261,46.0,11972437
Matías Sproat,973659,17,M,True,30,14,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,64.653846153846,48.153846153846,26.0,11972437
Leonel Buter,288837,20,F,True,30,15,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,72.583333333333,45.5,36.0,11972437
Carlos Alberto Aguirre,1656965,13,D,True,25,16,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,36.4,35.733333333333,30.0,11972437
Adrián Peralta,981448,12,G,True,0,17,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,,,,11972437
Nahuel Pereyra,896860,14,M,True,0,18,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,,,,11972437
Francisco Nouet,941421,18,M,True,0,19,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,,,,11972437
Marcos Salvaggio,896844,19,F,True,0,20,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,,,,11972437
Fernando Otárola,889505,1,G,False,90,1,por,1/1,POR,Home,Agropecuario,4-4-2,4,4,2,8.1111111111111,51.361111111111,36.0,11972425
Alejo Montero,922442,4,D,False,90,2,def,1/4,DEF,Home,Agropecuario,4-4-2,4,4,2,49.474226804124,13.639175257732,97.0,11972425
Rafael Barrios,584038,2,D,False,90,3,def,2/4,DEF,Home,Agropecuario,4-4-2,4,4,2,29.217391304348,32.913043478261,92.0,11972425
Franco Ledesma,933168,6,D,False,90,4,def,3/4,DEF,Home,Agropecuario,4-4-2,4,4,2,28.25974025974,69.909090909091,77.0,11972425
Enzo Silcan,1109105,3,D,False,90,5,def,4/4,DEF,Home,Agropecuario,4-4-2,4,4,2,41.350877192982,84.964912280702,57.0,11972425
Julián Marcioni,941083,10,M,False,60,6,mid_1,1/4,MED,Home,Agropecuario,4-4-2,4,4,2,64.5,31.76,50.0,11972425
Martin Rivero,223904,8,M,False,90,7,mid_1,2/4,MED,Home,Agropecuario,4-4-2,4,4,2,44.0,47.076086956522,92.0,11972425
Matias Villarreal,1087717,5,M,False,60,8,mid_1,3/4,MED,Home,Agropecuario,4-4-2,4,4,2,41.203703703704,44.5,54.0,11972425
Enzo Martinez,928937,11,M,False,46,9,mid_1,4/4,MED,Home,Agropecuario,4-4-2,4,4,2,63.645161290323,81.225806451613,31.0,11972425
Patricio Cucchi,898764,7,F,False,71,10,ata,1/2,ATA,Home,Agropecuario,4-4-2,4,4,2,61.794871794872,40.74358974359,39.0,11972425
Patricio Cucchi,898764,7,F,False,71,10,ata,1/2,ATA,Home,Agropecuario,4-4-2,4,4,2,61.794871794872,40.74358974359,39.0,11972425
Patricio Cucchi,898764,7,F,False,71,10,ata,1/2,ATA,Home,Agropecuario,4-4-2,4,4,2,61.794871794872,40.74358974359,39.0,11972425
Patricio Cucchi,898764,7,F,False,71,10,ata,1/2,ATA,Home,Agropecuario,4-4-2,4,4,2,61.794871794872,40.74358974359,39.0,11972425
Patricio Cucchi,898764,7,F,False,71,10,ata,1/2,ATA,Home,Agropecuario,4-4-2,4,4,2,61.794871794872,40.74358974359,39.0,11972425
Claudio Bieler,33562,9,F,False,90,11,ata,2/2,ATA,Home,Agropecuario,4-4-2,4,4,2,65.5,50.972222222222,36.0,11972425
Rodrigo Mosqueira,1468709,17,M,True,44,12,,,SUS,Home,Agropecuario,4-4-2,4,4,2,51.027777777778,32.055555555556,36.0,11972425
Brian Camisassa,1109367,15,M,True,16,13,,,SUS,Home,Agropecuario,4-4-2,4,4,2,35.5,74.5,6.0,11972425
Alejandro Melo,795362,19,M,True,30,14,,,SUS,Home,Agropecuario,4-4-2,4,4,2,67.636363636364,42.181818181818,33.0,11972425
Sebastian Navarro,255969,16,M,True,19,15,,,SUS,Home,Agropecuario,4-4-2,4,4,2,54.947368421053,60.210526315789,19.0,11972425
Alan Schönfeld,990046,18,D,True,14,16,,,SUS,Home,Agropecuario,4-4-2,4,4,2,64.142857142857,30.0,7.0,11972425
Agustin Alastra,1112830,12,G,True,0,17,,,SUS,Home,Agropecuario,4-4-2,4,4,2,,,,11972425
Gustavo Areco,1112783,14,D,True,0,18,,,SUS,Home,Agropecuario,4-4-2,4,4,2,,,,11972425
Enzo Lettieri,974650,13,D,True,0,19,,,SUS,Home,Agropecuario,4-4-2,4,4,2,,,,11972425
Alejandro Gagliardi,340521,20,F,True,0,20,,,SUS,Home,Agropecuario,4-4-2,4,4,2,,,,11972425
Juan Manuel Lungarzo,340477,1,G,False,90,1,por,1/1,POR,Away,Alvarado,4-2-3-1,4,5,1,9.9756097560976,53.658536585366,41.0,11972425
Mariano Bettini,906814,4,D,False,90,2,def,1/4,DEF,Away,Alvarado,4-2-3-1,4,5,1,39.738461538462,11.846153846154,65.0,11972425
Alan Robledo,892450,2,D,False,90,3,def,2/4,DEF,Away,Alvarado,4-2-3-1,4,5,1,27.622222222222,31.8,45.0,11972425
Nicolás Ortíz,882598,6,D,False,90,4,def,3/4,DEF,Away,Alvarado,4-2-3-1,4,5,1,33.382978723404,66.957446808511,47.0,11972425
Lucas Monzón,1654448,3,D,False,71,5,def,4/4,DEF,Away,Alvarado,4-2-3-1,4,5,1,34.686274509804,88.21568627451,51.0,11972425
Nery Leyes,583664,5,M,False,90,6,mid_0,1/2,MED,Away,Alvarado,4-2-3-1,4,5,1,45.511111111111,46.4,45.0,11972425
Matias Mansilla,859659,8,M,False,59,7,mid_0,2/2,MED,Away,Alvarado,4-2-3-1,4,5,1,48.413793103448,71.862068965517,29.0,11972425
Guillermo Sánchez,1187976,7,M,False,84,8,mid_2,1/3,MED,Away,Alvarado,4-2-3-1,4,5,1,62.375,35.041666666667,48.0,11972425
Guido Vadalá,376740,10,M,False,59,9,mid_2,2/3,MED,Away,Alvarado,4-2-3-1,4,5,1,64.366666666667,45.866666666667,30.0,11972425
Tomás Andrea Rambert,1654537,11,M,False,71,10,mid_2,3/3,MED,Away,Alvarado,4-2-3-1,4,5,1,62.0,84.40625,32.0,11972425
Oscar Belinetz,806381,9,F,False,90,11,ata,1/1,ATA,Away,Alvarado,4-2-3-1,4,5,1,66.534482758621,55.844827586207,58.0,11972425
Sebastián Jaurena,943795,17,M,True,31,12,,,SUS,Away,Alvarado,4-2-3-1,4,5,1,53.65,37.4,20.0,11972425
Emiliano Bogado,799953,18,M,True,31,13,,,SUS,Away,Alvarado,4-2-3-1,4,5,1,66.107142857143,18.107142857143,28.0,11972425
Agustín Aleo,929000,14,D,True,19,14,,,SUS,Away,Alvarado,4-2-3-1,4,5,1,35.8,83.0,15.0,11972425
Lucas Gabriel Rebecchi,1597496,20,M,True,19,15,,,SUS,Away,Alvarado,4-2-3-1,4,5,1,63.545454545455,45.727272727273,11.0,11972425
Mariano Barbieri,583662,19,M,True,6,16,,,SUS,Away,Alvarado,4-2-3-1,4,5,1,46.0,72.0,6.0,11972425
Juan Martin Rojas,1092606,1,G,False,90,1,por,1/1,POR,Home,Dep. Morón,4-1-3-2,4,4,2,9.7142857142857,50.142857142857,35.0,11972429
Rodrigo Arciero,544188,4,D,False,90,2,def,1/4,DEF,Home,Dep. Morón,4-1-3-2,4,4,2,50.508771929825,14.964912280702,57.0,11972429
Agustin Gomez,873645,6,D,False,90,3,def,2/4,DEF,Home,Dep. Morón,4-1-3-2,4,4,2,34.360655737705,31.524590163934,61.0,11972429
Emilio Sebastián Lazza,1190579,2,D,False,90,4,def,3/4,DEF,Home,Dep. Morón,4-1-3-2,4,4,2,36.573333333333,67.426666666667,75.0,11972429
Nicolás Henry,941498,3,D,False,90,5,def,4/4,DEF,Home,Dep. Morón,4-1-3-2,4,4,2,53.082191780822,86.986301369863,73.0,11972429
Nicolás Henry,941498,3,D,False,90,5,def,4/4,DEF,Home,Dep. Morón,4-1-3-2,4,4,2,53.082191780822,86.986301369863,73.0,11972429
Nicolás Henry,941498,3,D,False,90,5,def,4/4,DEF,Home,Dep. Morón,4-1-3-2,4,4,2,53.082191780822,86.986301369863,73.0,11972429
Nicolás Henry,941498,3,D,False,90,5,def,4/4,DEF,Home,Dep. Morón,4-1-3-2,4,4,2,53.082191780822,86.986301369863,73.0,11972429
Nicolás Henry,941498,3,D,False,90,5,def,4/4,DEF,Home,Dep. Morón,4-1-3-2,4,4,2,53.082191780822,86.986301369863,73.0,11972429
Nicolás Henry,941498,3,D,False,90,5,def,4/4,DEF,Home,Dep. Morón,4-1-3-2,4,4,2,53.082191780822,86.986301369863,73.0,11972429
Pablo Ferreira,1210807,5,M,False,46,6,mid_0,1/1,MED,Home,Dep. Morón,4-1-3-2,4,4,2,43.85,47.725,40.0,11972429
Patricio Leonardo Núñez,1597538,11,M,False,46,7,mid_2,1/3,MED,Home,Dep. Morón,4-1-3-2,4,4,2,57.727272727273,35.060606060606,33.0,11972429
Gaston Gonzalez,192414,8,M,False,90,8,mid_2,2/3,MED,Home,Dep. Morón,4-1-3-2,4,4,2,52.934210526316,53.921052631579,76.0,11972429
Juan Manuel Olivares,585954,10,M,False,71,9,mid_2,3/3,MED,Home,Dep. Morón,4-1-3-2,4,4,2,55.764705882353,66.235294117647,51.0,11972429
