player,id,jersey,position,substitute,minutes,order,line,lat,pos,local,team,formation,defense,midfield,attack,averageX,averageY,pointsCount,event_id
Marcos Salvaggio,896844,19,F,True,18,14,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,70.666666666667,67.0,6.0,11972390
Santiago Sosa,1654059,17,M,True,18,15,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,38.785714285714,70.071428571429,14.0,11972390
Sergio Modon,249921,16,D,True,11,16,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,42.5,14.75,12.0,11972390
Matías Ezequiel Wysocki,1654178,12,G,True,0,17,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,,,,11972390
Nicolas Arrechea,884995,13,D,True,0,18,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,,,,11972390
Patricio Romero,1493175,14,D,True,0,19,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,,,,11972390
Fernando Chavez,1097571,15,M,True,0,20,,,SUS,Away,Brown de Adrogué,4-4-2,4,4,2,,,,11972390
Matias Budino,1108944,1,G,False,90,1,por,1/1,POR,Home,Estudiantes B.A.,4-4-2,4,4,2,9.9642857142857,46.392857142857,28.0,11972382
Iván Gonzalo Valenzuela,1654180,4,D,False,64,2,def,1/4,DEF,Home,Estudiantes B.A.,4-4-2,4,4,2,48.536585365854,12.341463414634,41.0,11972382
Valentin Perales,789382,2,D,False,55,3,def,2/4,DEF,Home,Estudiantes B.A.,4-4-2,4,4,2,32.529411764706,34.117647058824,34.0,11972382
Jorge Adrián Benítez,1597469,6,D,False,90,4,def,3/4,DEF,Home,Estudiantes B.A.,4-4-2,4,4,2,33.804347826087,57.847826086957,46.0,11972382
Lautaro Lusnig,1119713,3,D,False,90,5,def,4/4,DEF,Home,Estudiantes B.A.,4-4-2,4,4,2,47.830188679245,87.037735849057,53.0,11972382
Enzo Acosta,830685,10,M,False,90,6,mid_1,1/4,MED,Home,Estudiantes B.A.,4-4-2,4,4,2,59.2,26.309090909091,55.0,11972382
Matias Gonzalo Lugo,1382065,5,M,False,90,7,mid_1,2/4,MED,Home,Estudiantes B.A.,4-4-2,4,4,2,46.173913043478,40.630434782609,46.0,11972382
Santiago Briñone,944659,8,M,False,90,8,mid_1,3/4,MED,Home,Estudiantes B.A.,4-4-2,4,4,2,45.145161290323,63.112903225806,62.0,11972382
Santiago Briñone,944659,8,M,False,90,8,mid_1,3/4,MED,Home,Estudiantes B.A.,4-4-2,4,4,2,45.145161290323,63.112903225806,62.0,11972382
Santiago Briñone,944659,8,M,False,90,8,mid_1,3/4,MED,Home,Estudiantes B.A.,4-4-2,4,4,2,45.145161290323,63.112903225806,62.0,11972382
Santiago Briñone,944659,8,M,False,90,8,mid_1,3/4,MED,Home,Estudiantes B.A.,4-4-2,4,4,2,45.145161290323,63.112903225806,62.0,11972382
Santiago Briñone,944659,8,M,False,90,8,mid_1,3/4,MED,Home,Estudiantes B.A.,4-4-2,4,4,2,45.145161290323,63.112903225806,62.0,11972382
Santiago Briñone,944659,8,M,False,90,8,mid_1,3/4,MED,Home,Estudiantes B.A.,4-4-2,4,4,2,45.145161290323,63.112903225806,62.0,11972382
Matías Valdivia,898894,11,M,False,64,9,mid_1,4/4,MED,Home,Estudiantes B.A.,4-4-2,4,4,2,59.065217391304,74.586956521739,46.0,11972382
Franco Fagúndez Acosta,1605139,7,F,False,64,10,ata,1/2,ATA,Home,Estudiantes B.A.,4-4-2,4,4,2,70.191489361702,48.255319148936,47.0,11972382
Iván Sandoval,1116310,9,F,False,90,11,ata,2/2,ATA,Home,Estudiantes B.A.,4-4-2,4,4,2,65.416666666667,55.958333333333,72.0,11972382
David Ledesma Sacarías,1597457,13,D,True,35,12,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,40.583333333333,33.416666666667,12.0,11972382
Enzo Luna,1385677,18,M,True,26,13,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,66.95,84.05,20.0,11972382
Elias Contreras,1001815,15,D,True,26,14,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,48.8125,8.6875,16.0,11972382
Jonathan Berón,1388907,19,F,True,26,15,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,74.4,38.0,20.0,11972382
Nicolás Fernández,974678,14,D,True,1,16,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,,,,11972382
Lautaro Amade,974726,12,G,True,0,17,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,,,,11972382
Elian Robles,1086330,16,M,True,0,18,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,,,,11972382
Ignacio Vallejos,1164852,17,M,True,0,19,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,,,,11972382
Felipe Gorla,1654088,20,F,True,0,20,,,SUS,Home,Estudiantes B.A.,4-4-2,4,4,2,,,,11972382
Rodrigo Saracho,816599,1,G,False,90,1,por,1/1,POR,Away,Ferro Carril Oeste,4-4-2,4,4,2,9.6521739130435,51.5,46.0,11972382
Federico Murillo,971201,4,D,False,90,2,def,1/4,DEF,Away,Ferro Carril Oeste,4-4-2,4,4,2,47.559322033898,10.118644067797,59.0,11972382
Nahuel Arena,871763,2,D,False,90,3,def,2/4,DEF,Away,Ferro Carril Oeste,4-4-2,4,4,2,29.5,29.05,60.0,11972382
Alan Lorenzo,896790,6,D,False,90,4,def,3/4,DEF,Away,Ferro Carril Oeste,4-4-2,4,4,2,23.527027027027,64.878378378378,74.0,11972382
Martín Rodríguez Gómez,1213805,3,D,False,90,5,def,4/4,DEF,Away,Ferro Carril Oeste,4-4-2,4,4,2,33.821917808219,84.13698630137,73.0,11972382
Gaston Emanuel Moreyra,1096727,11,M,False,90,6,mid_1,1/4,MED,Away,Ferro Carril Oeste,4-4-2,4,4,2,54.459016393443,52.918032786885,61.0,11972382
José Agustin Peréz,1086246,5,M,False,74,7,mid_1,2/4,MED,Away,Ferro Carril Oeste,4-4-2,4,4,2,38.75,51.0,68.0,11972382
Claudio Mosca,122635,8,M,False,85,8,mid_1,3/4,MED,Away,Ferro Carril Oeste,4-4-2,4,4,2,49.105882352941,70.870588235294,85.0,11972382
Ricardo Blanco,842865,10,M,False,74,9,mid_1,4/4,MED,Away,Ferro Carril Oeste,4-4-2,4,4,2,58.851851851852,52.314814814815,54.0,11972382
Nicolas Retamar,1190103,7,F,False,90,10,ata,1/2,ATA,Away,Ferro Carril Oeste,4-4-2,4,4,2,67.65,52.433333333333,60.0,11972382
Nicolas Retamar,1190103,7,F,False,90,10,ata,1/2,ATA,Away,Ferro Carril Oeste,4-4-2,4,4,2,67.65,52.433333333333,60.0,11972382
Nicolas Retamar,1190103,7,F,False,90,10,ata,1/2,ATA,Away,Ferro Carril Oeste,4-4-2,4,4,2,67.65,52.433333333333,60.0,11972382
Nicolas Retamar,1190103,7,F,False,90,10,ata,1/2,ATA,Away,Ferro Carril Oeste,4-4-2,4,4,2,67.65,52.433333333333,60.0,11972382
Nicolas Retamar,1190103,7,F,False,90,10,ata,1/2,ATA,Away,Ferro Carril Oeste,4-4-2,4,4,2,67.65,52.433333333333,60.0,11972382
Nicolas Retamar,1190103,7,F,False,90,10,ata,1/2,ATA,Away,Ferro Carril Oeste,4-4-2,4,4,2,67.65,52.433333333333,60.0,11972382
Manuel López,1125263,9,F,False,74,11,ata,2/2,ATA,Away,Ferro Carril Oeste,4-4-2,4,4,2,56.090909090909,57.863636363636,22.0,11972382
Franco Mussis,340899,16,M,True,16,12,,,SUS,Away,Ferro Carril Oeste,4-4-2,4,4,2,33.375,38.6875,16.0,11972382
Martin Campos,1388385,17,M,True,16,13,,,SUS,Away,Ferro Carril Oeste,4-4-2,4,4,2,50.375,43.5,16.0,11972382
Mateo Levato,1022776,20,F,True,16,14,,,SUS,Away,Ferro Carril Oeste,4-4-2,4,4,2,64.2,37.6,5.0,11972382
Nicolás Gómez,897102,15,M,True,5,15,,,SUS,Away,Ferro Carril Oeste,4-4-2,4,4,2,31.285714285714,51.428571428571,7.0,11972382
Misael Tarón,1110008,13,D,True,0,16,,,SUS,Away,Ferro Carril Oeste,4-4-2,4,4,2,,,,11972382
Felipe Nicolás Di Lena,1597500,14,D,True,0,17,,,SUS,Away,Ferro Carril Oeste,4-4-2,4,4,2,,,,11972382
Geronimo Tomasetti,974689,18,M,True,0,18,,,SUS,Away,Ferro Carril Oeste,4-4-2,4,4,2,,,,11972382
Franco García,874957,19,M,True,0,19,,,SUS,Away,Ferro Carril Oeste,4-4-2,4,4,2,,,,11972382
Lucas Ruiz,1598487,12,M,True,0,20,,,SUS,Away,Ferro Carril Oeste,4-4-2,4,4,2,,,,11972382
Esteban Glellel,1020507,1,G,False,90,1,por,1/1,POR,Home,Quilmes,4-2-3-1,4,5,1,13.2,45.4,25.0,11972399
Damián Adín,929459,4,D,False,90,2,def,1/4,DEF,Home,Quilmes,4-2-3-1,4,5,1,48.380281690141,14.859154929577,71.0,11972399
Federico Tévez,1169599,2,D,False,90,3,def,2/4,DEF,Home,Quilmes,4-2-3-1,4,5,1,30.183333333333,32.95,60.0,11972399
Federico Tévez,1169599,2,D,False,90,3,def,2/4,DEF,Home,Quilmes,4-2-3-1,4,5,1,30.183333333333,32.95,60.0,11972399
Federico Tévez,1169599,2,D,False,90,3,def,2/4,DEF,Home,Quilmes,4-2-3-1,4,5,1,30.183333333333,32.95,60.0,11972399
Federico Tévez,1169599,2,D,False,90,3,def,2/4,DEF,Home,Quilmes,4-2-3-1,4,5,1,30.183333333333,32.95,60.0,11972399
Federico Tévez,1169599,2,D,False,90,3,def,2/4,DEF,Home,Quilmes,4-2-3-1,4,5,1,30.183333333333,32.95,60.0,11972399
Matias Ferreira,1121486,6,D,False,90,4,def,3/4,DEF,Home,Quilmes,4-2-3-1,4,5,1,38.037974683544,75.037974683544,79.0,11972399
Leandro Allende,1182432,3,D,False,90,5,def,4/4,DEF,Home,Quilmes,4-2-3-1,4,5,1,53.346153846154,87.935897435897,78.0,11972399
Marcos Enrique,1017458,8,M,False,76,6,mid_0,1/2,MED,Home,Quilmes,4-2-3-1,4,5,1,57.35,46.275,40.0,11972399
Iván Ramírez,946179,5,M,False,90,7,mid_0,2/2,MED,Home,Quilmes,4-2-3-1,4,5,1,43.89156626506,52.277108433735,83.0,11972399
Lautaro Parisi,946161,7,M,False,76,8,mid_2,1/3,MED,Home,Quilmes,4-2-3-1,4,5,1,64.617021276596,35.617021276596,47.0,11972399
Ramiro Luna,1084975,11,M,False,76,9,mid_2,2/3,MED,Home,Quilmes,4-2-3-1,4,5,1,55.263888888889,45.972222222222,72.0,11972399
Axel Batista,1512471,10,M,False,70,10,mid_2,3/3,MED,Home,Quilmes,4-2-3-1,4,5,1,60.170212765957,78.765957446809,47.0,11972399
Martin Andres Gimenez,871518,9,F,False,80,11,ata,1/1,ATA,Home,Quilmes,4-2-3-1,4,5,1,66.71186440678,44.135593220339,59.0,11972399
Tomás Gonzalez,1187055,20,M,True,20,12,,,SUS,Home,Quilmes,4-2-3-1,4,5,1,64.142857142857,37.071428571429,14.0,11972399
Alexis Steimbach,1394197,15,M,True,14,13,,,SUS,Home,Quilmes,4-2-3-1,4,5,1,40.333333333333,46.333333333333,15.0,11972399
Santiago Puzzo,1653792,17,M,True,14,14,,,SUS,Home,Quilmes,4-2-3-1,4,5,1,44.1,51.8,10.0,11972399
Fabián Bordagaray,79688,19,M,True,14,15,,,SUS,Home,Quilmes,4-2-3-1,4,5,1,49.090909090909,78.0,11.0,11972399
Lucas Alfonso,1653799,18,F,True,10,16,,,SUS,Home,Quilmes,4-2-3-1,4,5,1,45.384615384615,53.846153846154,13.0,11972399
Maximiliano Jose Gagliardo,1186061,12,G,True,0,17,,,SUS,Home,Quilmes,4-2-3-1,4,5,1,,,,11972399
Santiago Moya,1116121,14,D,True,0,18,,,SUS,Home,Quilmes,4-2-3-1,4,5,1,,,,11972399
Joaquin Postigo,1418610,16,M,True,0,19,,,SUS,Home,Quilmes,4-2-3-1,4,5,1,,,,11972399
Federico Héctor Pérez,1495204,13,M,True,0,20,,,SUS,Home,Quilmes,4-2-3-1,4,5,1,,,,11972399
Juan Rago,992089,1,G,False,90,1,por,1/1,POR,Away,Temperley,4-5-1,4,5,1,11.084745762712,51.423728813559,59.0,11972399
Agustín Sosa,922443,4,D,False,90,2,def,1/4,DEF,Away,Temperley,4-5-1,4,5,1,46.671232876712,10.547945205479,73.0,11972399
Agustín Sosa,922443,4,D,False,90,2,def,1/4,DEF,Away,Temperley,4-5-1,4,5,1,46.671232876712,10.547945205479,73.0,11972399
Agustín Sosa,922443,4,D,False,90,2,def,1/4,DEF,Away,Temperley,4-5-1,4,5,1,46.671232876712,10.547945205479,73.0,11972399
Agustín Sosa,922443,4,D,False,90,2,def,1/4,DEF,Away,Temperley,4-5-1,4,5,1,46.671232876712,10.547945205479,73.0,11972399
Agustín Sosa,922443,4,D,False,90,2,def,1/4,DEF,Away,Temperley,4-5-1,4,5,1,46.671232876712,10.547945205479,73.0,11972399
Iván Peralta,1654204,2,D,False,90,3,def,2/4,DEF,Away,Temperley,4-5-1,4,5,1,28.296296296296,27.648148148148,54.0,11972399
Pablo Casarico,1514550,6,D,False,90,4,def,3/4,DEF,Away,Temperley,4-5-1,4,5,1,30.786666666667,67.506666666667,75.0,11972399
Rodrigo Mazur,897110,3,D,False,46,5,def,4/4,DEF,Away,Temperley,4-5-1,4,5,1,34.086956521739,87.826086956522,23.0,11972399
Francisco Ilarregui,600602,7,M,False,73,6,mid_1,1/5,MED,Away,Temperley,4-5-1,4,5,1,60.352941176471,31.794117647059,34.0,11972399
Hernan Da Campo,777249,5,M,False,80,7,mid_1,2/5,MED,Away,Temperley,4-5-1,4,5,1,49.36,42.5,50.0,11972399
Emanuel Ibáñez,1018388,8,M,False,63,8,mid_1,3/5,MED,Away,Temperley,4-5-1,4,5,1,43.035714285714,46.285714285714,56.0,11972399
Pedro Souto,1109640,11,M,False,90,9,mid_1,4/5,MED,Away,Temperley,4-5-1,4,5,1,53.861538461538,79.046153846154,65.0,11972399
Juan Martin Imbert,263649,10,M,False,63,10,mid_1,5/5,MED,Away,Temperley,4-5-1,4,5,1,56.85,72.4,40.0,11972399
Luis Lopez,789398,9,F,False,90,11,ata,1/1,ATA,Away,Temperley,4-5-1,4,5,1,59.847826086957,45.826086956522,46.0,11972399
Marcos Arturia,871813,17,M,True,44,12,,,SUS,Away,Temperley,4-5-1,4,5,1,57.833333333333,35.375,24.0,11972399
Julián Mavilla,1650569,20,M,True,27,13,,,SUS,Away,Temperley,4-5-1,4,5,1,64.0,77.166666666667,18.0,11972399
Juan Gabriel Frias,1183039,15,M,True,27,14,,,SUS,Away,Temperley,4-5-1,4,5,1,55.542857142857,55.914285714286,35.0,11972399
Braian Emmanuel Sánchez,1597455,16,M,True,17,15,,,SUS,Away,Temperley,4-5-1,4,5,1,52.9,27.2,10.0,11972399
Facundo Nicolas Kruger,1597466,18,M,True,10,16,,,SUS,Away,Temperley,4-5-1,4,5,1,66.6,47.2,10.0,11972399
Valentin Diaz,1654119,12,G,True,0,17,,,SUS,Away,Temperley,4-5-1,4,5,1,,,,11972399
Lucas Angelini,1018432,14,D,True,0,18,,,SUS,Away,Temperley,4-5-1,4,5,1,,,,11972399
Fernando Martínez,1112782,13,D,True,0,19,,,SUS,Away,Temperley,4-5-1,4,5,1,,,,11972399
Lucas Baldunciel,789949,19,M,True,0,20,,,SUS,Away,Temperley,4-5-1,4,5,1,,,,11972399
Facundo Ferrero,895318,1,G,False,90,1,por,1/1,POR,Home,Nueva Chicago,4-4-2,4,4,2,12.764705882353,51.352941176471,34.0,11972391
Mauro Hector Zurita,1597482,4,D,False,90,2,def,1/4,DEF,Home,Nueva Chicago,4-4-2,4,4,2,52.192307692308,8.6730769230769,52.0,11972391
Stéfano Callegari,901024,2,D,False,90,3,def,2/4,DEF,Home,Nueva Chicago,4-4-2,4,4,2,35.943396226415,31.075471698113,53.0,11972391
Tomas Daniel Rossi,1109382,6,D,False,90,4,def,3/4,DEF,Home,Nueva Chicago,4-4-2,4,4,2,31.155172413793,70.879310344828,58.0,11972391
Diego Arroyo,1498998,3,D,False,90,5,def,4/4,DEF,Home,Nueva Chicago,4-4-2,4,4,2,47.677966101695,91.025423728814,118.0,11972391
Matías Bergara,1416978,10,M,False,59,6,mid_1,1/4,MED,Home,Nueva Chicago,4-4-2,4,4,2,73.27027027027,12.918918918919,37.0,11972391
Gabriel Martiniano Altamirano,1597465,5,M,False,71,7,mid_1,2/4,MED,Home,Nueva Chicago,4-4-2,4,4,2,44.5,43.94,50.0,11972391
Tomas Bottari,1092337,8,M,False,90,8,mid_1,3/4,MED,Home,Nueva Chicago,4-4-2,4,4,2,45.662921348315,68.988764044944,89.0,11972391
Ramiro Balbuena,989881,7,M,False,82,9,mid_1,4/4,MED,Home,Nueva Chicago,4-4-2,4,4,2,58.645161290323,77.661290322581,62.0,11972391
Enzo Trinidad,581732,11,F,False,59,10,ata,1/2,ATA,Home,Nueva Chicago,4-4-2,4,4,2,61.530612244898,57.30612244898,49.0,11972391
Facundo Castro,800243,9,F,False,82,11,ata,2/2,ATA,Home,Nueva Chicago,4-4-2,4,4,2,72.513513513514,59.108108108108,37.0,11972391
Andrés Escobar,175343,18,M,True,31,12,,,SUS,Home,Nueva Chicago,4-4-2,4,4,2,72.818181818182,79.939393939394,33.0,11972391
Evelio Cardozo,974656,17,M,True,31,13,,,SUS,Home,Nueva Chicago,4-4-2,4,4,2,69.32,66.72,25.0,11972391
Maximiliano Amarfil,1187883,15,M,True,19,14,,,SUS,Home,Nueva Chicago,4-4-2,4,4,2,49.1875,49.6875,16.0,11972391
Agustin Paz,1492488,19,M,True,8,15,,,SUS,Home,Nueva Chicago,4-4-2,4,4,2,70.857142857143,56.0,7.0,11972391
Agustin Paz,1492488,19,M,True,8,15,,,SUS,Home,Nueva Chicago,4-4-2,4,4,2,70.857142857143,56.0,7.0,11972391
Agustin Paz,1492488,19,M,True,8,15,,,SUS,Home,Nueva Chicago,4-4-2,4,4,2,70.857142857143,56.0,7.0,11972391
Agustin Paz,1492488,19,M,True,8,15,,,SUS,Home,Nueva Chicago,4-4-2,4,4,2,70.857142857143,56.0,7.0,11972391
Agustin Paz,1492488,19,M,True,8,15,,,SUS,Home,Nueva Chicago,4-4-2,4,4,2,70.857142857143,56.0,7.0,11972391
Iván Maggi,996708,20,F,True,8,16,,,SUS,Home,Nueva Chicago,4-4-2,4,4,2,76.416666666667,57.166666666667,12.0,11972391
Alan Díaz,1121431,12,G,True,0,17,,,SUS,Home,Nueva Chicago,4-4-2,4,4,2,,,,11972391
Adrian Martinez,340761,14,D,True,0,18,,,SUS,Home,Nueva Chicago,4-4-2,4,4,2,,,,11972391
Juan Rodríguez,1654120,13,D,True,0,19,,,SUS,Home,Nueva Chicago,4-4-2,4,4,2,,,,11972391
Gustavo Fernández,1654233,16,M,True,0,20,,,SUS,Home,Nueva Chicago,4-4-2,4,4,2,,,,11972391
Nereo Champagne,33654,1,G,False,90,1,por,1/1,POR,Away,Almagro,4-4-2,4,4,2,9.047619047619,48.547619047619,42.0,11972391
Nahuel Oscar Basualdo,884996,4,D,False,90,2,def,1/4,DEF,Away,Almagro,4-4-2,4,4,2,41.431578947368,13.757894736842,95.0,11972391
Nahuel Oscar Basualdo,884996,4,D,False,90,2,def,1/4,DEF,Away,Almagro,4-4-2,4,4,2,41.431578947368,13.757894736842,95.0,11972391
Nahuel Oscar Basualdo,884996,4,D,False,90,2,def,1/4,DEF,Away,Almagro,4-4-2,4,4,2,41.431578947368,13.757894736842,95.0,11972391
Nahuel Oscar Basualdo,884996,4,D,False,90,2,def,1/4,DEF,Away,Almagro,4-4-2,4,4,2,41.431578947368,13.757894736842,95.0,11972391
Nahuel Oscar Basualdo,884996,4,D,False,90,2,def,1/4,DEF,Away,Almagro,4-4-2,4,4,2,41.431578947368,13.757894736842,95.0,11972391
Nahuel Oscar Basualdo,884996,4,D,False,90,2,def,1/4,DEF,Away,Almagro,4-4-2,4,4,2,41.431578947368,13.757894736842,95.0,11972391
Francisco Mattia,249273,2,D,False,90,3,def,2/4,DEF,Away,Almagro,4-4-2,4,4,2,33.935483870968,30.612903225806,62.0,11972391
Luca Falabella,941097,6,D,False,90,4,def,3/4,DEF,Away,Almagro,4-4-2,4,4,2,29.141176470588,62.682352941176,85.0,11972391
Mariano Gancedo,1654116,3,D,False,90,5,def,4/4,DEF,Away,Almagro,4-4-2,4,4,2,36.155555555556,89.866666666667,45.0,11972391
Gabriel Nazareno Obredor,1654220,7,M,False,63,6,mid_1,1/4,MED,Away,Almagro,4-4-2,4,4,2,54.414634146341,20.829268292683,41.0,11972391
Luis Jérez,289773,5,M,False,88,7,mid_1,2/4,MED,Away,Almagro,4-4-2,4,4,2,38.088235294118,36.632352941176,68.0,11972391
Gonzalo Jorge Alberto Silva,1500707,8,M,False,63,8,mid_1,3/4,MED,Away,Almagro,4-4-2,4,4,2,43.685714285714,49.057142857143,35.0,11972391
Franco Vedoya,1211612,11,M,False,88,9,mid_1,4/4,MED,Away,Almagro,4-4-2,4,4,2,59.175,74.35,40.0,11972391
Renzo Conechny,1117099,10,F,False,63,10,ata,1/2,ATA,Away,Almagro,4-4-2,4,4,2,56.0,40.095238095238,42.0,11972391
Luís Leal,128464,9,F,False,90,11,ata,2/2,ATA,Away,Almagro,4-4-2,4,4,2,72.447368421053,37.657894736842,38.0,11972391
David Puca,1113234,15,M,True,27,12,,,SUS,Away,Almagro,4-4-2,4,4,2,48.794117647059,32.617647058824,34.0,11972391
Natanael Troncoso,1199316,19,M,True,27,13,,,SUS,Away,Almagro,4-4-2,4,4,2,50.541666666667,15.333333333333,24.0,11972391
Juan Mendoza,1108647,18,F,True,27,14,,,SUS,Away,Almagro,4-4-2,4,4,2,63.0,22.941176470588,17.0,11972391
Diego Vásquez,1654222,20,M,True,2,15,,,SUS,Away,Almagro,4-4-2,4,4,2,,,,11972391
Patricio Pérez,992116,16,M,True,2,16,,,SUS,Away,Almagro,4-4-2,4,4,2,51.5,14.75,4.0,11972391
Eros de Luca,1211618,12,G,True,0,17,,,SUS,Away,Almagro,4-4-2,4,4,2,,,,11972391
Laureano Puñet,992092,14,D,True,0,18,,,SUS,Away,Almagro,4-4-2,4,4,2,,,,11972391
Matías Molina,897147,13,D,True,0,19,,,SUS,Away,Almagro,4-4-2,4,4,2,,,,11972391
Laureano Rodríguez,1654124,17,M,True,0,20,,,SUS,Away,Almagro,4-4-2,4,4,2,,,,11972391
Jorge Carranza,340431,1,G,False,90,1,por,1/1,POR,Home,Aldosivi,4-4-2,4,4,2,9.025641025641,52.0,39.0,11972395
Ariel Gonzalez,1425093,4,D,False,90,2,def,1/4,DEF,Home,Aldosivi,4-4-2,4,4,2,39.7,12.23,100.0,11972395
Gonzalo Manuel Soto,385424,2,D,False,90,3,def,2/4,DEF,Home,Aldosivi,4-4-2,4,4,2,27.8875,36.075,80.0,11972395
Franco Godoy,885186,6,D,False,90,4,def,3/4,DEF,Home,Aldosivi,4-4-2,4,4,2,29.554455445545,75.475247524752,101.0,11972395
Ignacio Guerrico,1100246,3,D,False,87,5,def,4/4,DEF,Home,Aldosivi,4-4-2,4,4,2,40.75,84.539473684211,76.0,11972395
Nicolás Laméndola,939935,11,M,False,75,6,mid_1,1/4,MED,Home,Aldosivi,4-4-2,4,4,2,60.405063291139,33.556962025316,79.0,11972395
Marcelo Esponda,1117077,8,M,False,90,7,mid_1,2/4,MED,Home,Aldosivi,4-4-2,4,4,2,41.68,37.2,75.0,11972395
Gonzalo Piñeiro,1086999,5,M,False,84,8,mid_1,3/4,MED,Home,Aldosivi,4-4-2,4,4,2,48.706896551724,50.448275862069,58.0,11972395
Agustín Colazo,1093119,7,M,False,84,9,mid_1,4/4,MED,Home,Aldosivi,4-4-2,4,4,2,57.702127659574,65.808510638298,47.0,11972395
Agustín Colazo,1093119,7,M,False,84,9,mid_1,4/4,MED,Home,Aldosivi,4-4-2,4,4,2,57.702127659574,65.808510638298,47.0,11972395
Agustín Colazo,1093119,7,M,False,84,9,mid_1,4/4,MED,Home,Aldosivi,4-4-2,4,4,2,57.702127659574,65.808510638298,47.0,11972395
Agustín Colazo,1093119,7,M,False,84,9,mid_1,4/4,MED,Home,Aldosivi,4-4-2,4,4,2,57.702127659574,65.808510638298,47.0,11972395
Agustín Colazo,1093119,7,M,False,84,9,mid_1,4/4,MED,Home,Aldosivi,4-4-2,4,4,2,57.702127659574,65.808510638298,47.0,11972395
Agustín Colazo,1093119,7,M,False,84,9,mid_1,4/4,MED,Home,Aldosivi,4-4-2,4,4,2,57.702127659574,65.808510638298,47.0,11972395
Elías Torres,1213809,9,F,False,50,10,ata,1/2,ATA,Home,Aldosivi,4-4-2,4,4,2,71.275,37.875,40.0,11972395
Federico Andrada,330865,10,F,False,90,11,ata,2/2,ATA,Home,Aldosivi,4-4-2,4,4,2,63.388888888889,50.25,36.0,11972395
Nathanael Guzmán,1048283,19,M,True,40,12,,,SUS,Home,Aldosivi,4-4-2,4,4,2,66.166666666667,55.916666666667,24.0,11972395
Augusto Fernández,1654132,18,F,True,15,13,,,SUS,Home,Aldosivi,4-4-2,4,4,2,66.142857142857,56.142857142857,7.0,11972395
Elías Britez,1086331,16,M,True,6,14,,,SUS,Home,Aldosivi,4-4-2,4,4,2,50.2,57.8,5.0,11972395
Imanol Enriquez Martierena,1598444,17,M,True,6,15,,,SUS,Home,Aldosivi,4-4-2,4,4,2,63.4,91.6,5.0,11972395
César Atamañuk,1182407,12,G,True,0,16,,,SUS,Home,Aldosivi,4-4-2,4,4,2,,,,11972395
Emanuel Iñíguez,900191,13,D,True,0,17,,,SUS,Home,Aldosivi,4-4-2,4,4,2,,,,11972395
Gonzalo Mottes,1018416,14,D,True,0,18,,,SUS,Home,Aldosivi,4-4-2,4,4,2,,,,11972395
Santiago Úbeda,971217,15,M,True,0,19,,,SUS,Home,Aldosivi,4-4-2,4,4,2,,,,11972395
Yoel Juárez,979499,20,F,True,0,20,,,SUS,Home,Aldosivi,4-4-2,4,4,2,,,,11972395
Mayco  Bergia,1597451,1,G,False,90,1,por,1/1,POR,Away,Atlético Rafaela,4-2-3-1,4,5,1,7.1578947368421,54.105263157895,38.0,11972395
Ayrton Portillo,1092590,4,D,False,90,2,def,1/4,DEF,Away,Atlético Rafaela,4-2-3-1,4,5,1,44.840579710145,13.086956521739,69.0,11972395
Kevin Jappert,1218007,2,D,False,90,3,def,2/4,DEF,Away,Atlético Rafaela,4-2-3-1,4,5,1,27.560975609756,35.317073170732,41.0,11972395
Francisco Oliver,932883,6,D,False,90,4,def,3/4,DEF,Away,Atlético Rafaela,4-2-3-1,4,5,1,28.480769230769,70.461538461538,52.0,11972395
Franco Quiroz,895351,3,D,False,90,5,def,4/4,DEF,Away,Atlético Rafaela,4-2-3-1,4,5,1,43.126582278481,84.848101265823,79.0,11972395
Juan Capurro,333761,8,M,False,74,6,mid_0,1/2,MED,Away,Atlético Rafaela,4-2-3-1,4,5,1,44.697674418605,47.837209302326,43.0,11972395
Juan Capurro,333761,8,M,False,74,6,mid_0,1/2,MED,Away,Atlético Rafaela,4-2-3-1,4,5,1,44.697674418605,47.837209302326,43.0,11972395
Juan Capurro,333761,8,M,False,74,6,mid_0,1/2,MED,Away,Atlético Rafaela,4-2-3-1,4,5,1,44.697674418605,47.837209302326,43.0,11972395
Juan Capurro,333761,8,M,False,74,6,mid_0,1/2,MED,Away,Atlético Rafaela,4-2-3-1,4,5,1,44.697674418605,47.837209302326,43.0,11972395
Juan Capurro,333761,8,M,False,74,6,mid_0,1/2,MED,Away,Atlético Rafaela,4-2-3-1,4,5,1,44.697674418605,47.837209302326,43.0,11972395
