player_id,team,nationality,birth_date,age,height,preferred_foot,position,shirt_number,market_value,pos,positions
1545655,Tristán Suárez,ARG,16 may 1999,25 años,166 cm,Derecho,D,ARG,24K €,[],[]
1197974,Tristán Suárez,ARG,4 ago 1993,31 años,185 cm,Derecho,G,12,27K €,[],[]
875234,Tristán Suárez,ARG,8 ago 1996,28 años,178 cm,Derecho,G,1,54K €,[],[]
1823096,Tristán Suárez,,Número de Camiseta,19,,,,,,[],[]
1503513,Tristán Suárez,,Número de Camiseta,18,,,,,,[],[]
1654083,Tristán Suárez,,Número de Camiseta,8,,,,,,[],[]
1839241,Tristán Suárez,ARG,Número de Camiseta,13,ARG,13,,,,[],[]
1650465,Deportivo Maipú,ARG,28 ene 2002,22 años,Derecho,F,7,ARG,,[],[]
1392678,Deportivo Maipú,ARG,24 mar 1992,32 años,194 cm,Derecho,F,20,24K €,[],[]
1131025,Deportivo Maipú,ARG,20 ago 2002,22 años,187 cm,Derecho,F,9,190K €,[],[]
1201091,Deportivo Maipú,ARG,26 feb 2002,22 años,178 cm,F,19,ARG,,[],[]
922452,Deportivo Maipú,ARG,7 mar 1997,27 años,175 cm,Derecho,M,17,140K €,[],[]
989395,Deportivo Maipú,ARG,30 may 1998,26 años,183 cm,Izquierdo,M,11,190K €,[],[]
1471235,Deportivo Maipú,ARG,30 may 2001,23 años,169 cm,M,15,ARG,,[],[]
1657209,Deportivo Maipú,ARG,1 ene 2004,20 años,M,16,ARG,20 años,,[],[]
1846927,Deportivo Maipú,ARG,12 may 2005,19 años,180 cm,Derecho,M,17,,[],[]
249331,Deportivo Maipú,ARG,22 oct 1988,36 años,178 cm,Derecho,M,8,54K €,[],[]
890052,Deportivo Maipú,ARG,23 feb 1998,26 años,170 cm,M,18,ARG,69K €,[],[]
941471,Deportivo Maipú,ARG,14 ago 1996,28 años,182 cm,Derecho,M,10,77K €,[],[]
1087336,Deportivo Maipú,ARG,2 ene 2000,24 años,173 cm,Derecho,M,15,165K €,[],[]
1128477,Deportivo Maipú,ARG,30 may 1997,27 años,187 cm,Derecho,M,5,52K €,[],[]
1093193,Deportivo Maipú,ARG,5 may 2000,24 años,180 cm,Derecho,D,6,140K €,[],[]
800242,Deportivo Maipú,ARG,9 feb 1996,28 años,174 cm,Izquierdo,D,3,79K €,[],[]
884931,Deportivo Maipú,ARG,23 sept 1997,27 años,175 cm,Derecho,D,4,275K €,[],[]
1110008,Deportivo Maipú,ARG,5 mar 2000,24 años,186 cm,Izquierdo,D,6,24K €,[],[]
1117027,Deportivo Maipú,ARG,3 sept 2001,23 años,177 cm,Derecho,D,14,95K €,[],[]
1201019,Deportivo Maipú,ARG,9 sept 2002,22 años,188 cm,Derecho,D,13,73K €,[],[]
1650470,Deportivo Maipú,ARG,30 mar 2002,22 años,D,2,ARG,22 años,,[],[]
1512720,Deportivo Maipú,ARG,9 sept 2002,22 años,188 cm,Derecho,D,13,73K €,[],[]
129165,Deportivo Maipú,URU,19 ago 1986,38 años,184 cm,Derecho,G,1,260K €,[],[]
860070,Deportivo Maipú,ARG,5 ago 1997,27 años,183 cm,Izquierdo,G,12,69K €,[],[]
1604878,Deportivo Maipú,,Número de Camiseta,3,,,,,,[],[]
1872975,Deportivo Maipú,ARG,Número de Camiseta,13,ARG,13,,,,[],[]
1957538,Deportivo Maipú,,Número de Camiseta,18,,,,,,[],[]
1979810,Deportivo Maipú,,Número de Camiseta,17,,,,,,[],[]
898767,Güemes,PAR,22 jun 1988,36 años,193 cm,Derecho,F,20,47K €,[],[]
1597480,Güemes,ARG,29 sept 2001,23 años,182 cm,Derecho,F,7,27K €,[],[]
1111802,Güemes,ARG,6 oct 1988,36 años,180 cm,Derecho,F,19,,[],[]
1654395,Güemes,,Número de Camiseta,19,F,19,,,,[],[]
1887080,Güemes,ARG,3 oct 1996,28 años,178 cm,Derecho,F,9,,[],[]
166045,Güemes,URU,8 may 1989,35 años,178 cm,Derecho,M,5,54K €,[],[]
871808,Güemes,ARG,21 mar 1997,27 años,174 cm,Derecho,M,8,155K €,[],[]
1098306,Güemes,ARG,28 ago 1996,28 años,174 cm,Derecho,M,18,140K €,[],[]
875141,Güemes,ARG,14 jul 1997,27 años,180 cm,Derecho,M,16,27K €,[],[]
896720,Güemes,ARG,23 jul 1995,29 años,170 cm,Derecho,M,ARG,55K €,[],[]
957841,Güemes,ARG,16 jun 1995,29 años,176 cm,Derecho,M,10,27K €,[],[]
991135,Güemes,ARG,24 feb 1993,31 años,172 cm,Derecho,M,5,69K €,[],[]
1001923,Güemes,ARG,1 sept 1996,28 años,170 cm,M,17,ARG,77K €,[],[]
1087058,Güemes,ARG,1 feb 2000,24 años,M,13,ARG,24 años,,[],[]
1389869,Atlético Paraná,ARG,11 jun 1999,25 años,M,16,ARG,25 años,,[],[]
1134870,Güemes,ARG,30 jun 2000,24 años,180 cm,Izquierdo,M,11,52K €,[],[]
1654488,Güemes,ARG,26 dic 1997,26 años,M,7,ARG,26 años,,[],[]
974709,Güemes,ARG,25 ago 1998,26 años,177 cm,Derecho,D,8,220K €,[],[]
358500,Güemes,ARG,19 feb 1991,33 años,191 cm,Derecho,D,13,,[],[]
790026,Güemes,ARG,15 dic 1988,35 años,179 cm,Derecho,D,13,27K €,[],[]
798838,Güemes,ARG,7 nov 1995,29 años,184 cm,Izquierdo,D,2,70K €,[],[]
33236,Güemes,ARG,5 ago 1989,35 años,185 cm,Derecho,D,6,27K €,[],[]
895213,Güemes,ARG,26 mar 1993,31 años,179 cm,Derecho,D,14,155K €,[],[]
951082,Güemes,ARG,3 ago 1990,34 años,176 cm,Izquierdo,D,3,,[],[]
1196555,Güemes,ARG,28 mar 1995,29 años,174 cm,Izquierdo,D,15,24K €,[],[]
1654489,Güemes,ARG,16 dic 1998,25 años,Derecho,D,4,ARG,,[],[]
1941757,Güemes,ARG,1 sept 1996,28 años,170 cm,D,17,ARG,,[],[]
789454,Güemes,ARG,5 abr 1986,38 años,186 cm,Derecho,G,12,,[],[]
932868,Güemes,ARG,13 nov 1996,28 años,186 cm,Izquierdo,G,1,23K €,[],[]
1468303,Güemes,,Número de Camiseta,20,,,,,,[],[]
1901967,Güemes,,Número de Camiseta,9,,,,,,[],[]
1971974,Güemes,,Número de Camiseta,12,,,,,,[],[]
992514,Club Atlético Chacarita Juniors,ARG,4 jun 1986,38 años,186 cm,Izquierdo,F,9,73K €,[],[]
938560,Club Atlético Chacarita Juniors,ARG,12 sept 1992,32 años,190 cm,Ambos,F,9,265K €,[],[]
1018462,Club Atlético Chacarita Juniors,ARG,19 may 2000,24 años,186 cm,Derecho,F,20,81K €,[],[]
339871,Club Atlético Chacarita Juniors,ARG,21 ago 1992,32 años,190 cm,Izquierdo,F,ARG,210K €,[],[]
1972420,Club Atlético Chacarita Juniors,ARG,10 feb 2005,19 años,F,ARG,19 años,F,,[],[]
1067810,Club Atlético Chacarita Juniors,ARG,20 nov 2001,22 años,174 cm,Derecho,M,18,310K €,[],[]
579384,Club Atlético Chacarita Juniors,ARG,13 dic 1991,32 años,166 cm,Izquierdo,M,7,290K €,[],[]
895357,Club Atlético Chacarita Juniors,ARG,29 mar 1993,31 años,175 cm,Derecho,M,7,135K €,[],[]
250011,Club Atlético Chacarita Juniors,ARG,29 sept 1983,41 años,170 cm,Derecho,M,10,23K €,[],[]
994455,Club Atlético Chacarita Juniors,ARG,22 may 1998,26 años,175 cm,Derecho,M,5,90K €,[],[]
829936,Club Atlético Chacarita Juniors,ARG,10 sept 1996,28 años,174 cm,Derecho,M,5,440K €,[],[]
789378,Club Atlético Chacarita Juniors,ARG,27 mar 1990,34 años,168 cm,Izquierdo,M,18,195K €,[],[]
897060,Club Atlético Chacarita Juniors,ARG,28 abr 1994,30 años,171 cm,Derecho,M,15,285K €,[],[]
1798778,Club Atlético Chacarita Juniors,ARG,7 may 2004,20 años,178 cm,Derecho,M,4,130K €,[],[]
895335,Club Atlético Chacarita Juniors,ARG,9 feb 1999,25 años,165 cm,Derecho,M,19,120K €,[],[]
350086,Club Atlético Chacarita Juniors,ARG,21 ene 1996,28 años,170 cm,Derecho,M,17,105K €,[],[]
1119874,Club Atlético Chacarita Juniors,,Número de Camiseta,16,M,16,,,,[],[]
1522875,Club Atlético Chacarita Juniors,ARG,22 oct 2004,20 años,M,11,ARG,20 años,,[],[]
1084973,Club Atlético Chacarita Juniors,ARG,16 feb 2000,24 años,175 cm,Izquierdo,M,17,95K €,[],[]
1127491,Club Atlético Chacarita Juniors,,Posición,M,18,23 años,M,18,,[],[]
871814,Club Atlético Chacarita Juniors,ARG,19 feb 1998,26 años,185 cm,D,4,ARG,290K €,[],[]
1020496,Club Atlético Chacarita Juniors,ARG,1 ene 2001,23 años,170 cm,Izquierdo,D,3,140K €,[],[]
885583,Club Atlético Chacarita Juniors,ARG,13 ene 1990,34 años,188 cm,Derecho,D,2,105K €,[],[]
1404549,Club Atlético Chacarita Juniors,ARG,10 jul 2004,20 años,D,6,ARG,20 años,,[],[]
1384649,Club Atlético Chacarita Juniors,ARG,15 mar 2001,23 años,180 cm,Derecho,D,14,80K €,[],[]
992104,Club Atlético Chacarita Juniors,ARG,20 nov 1997,26 años,174 cm,D,17,ARG,54K €,[],[]
263475,Club Atlético Chacarita Juniors,ARG,30 nov 1992,31 años,187 cm,D,2,ARG,48K €,[],[]
1491153,Club Atlético Chacarita Juniors,ARG,22 abr 2001,23 años,188 cm,D,2,ARG,,[],[]
1891111,Club Atlético Chacarita Juniors,ARG,Posición,D,6,ARG,D,6,,[],[]
895309,Club Atlético Chacarita Juniors,ARG,7 nov 1997,27 años,170 cm,Izquierdo,D,3,23K €,[],[]
1897541,Club Atlético Chacarita Juniors,ARG,Altura,177 cm,D,8,ARG,177 cm,,[],[]
1966879,Club Atlético Chacarita Juniors,ARG,24 oct 2005,19 años,D,13,ARG,19 años,,[],[]
870122,Club Atlético Chacarita Juniors,PAR,19 ene 1998,26 años,193 cm,Derecho,G,1,68K €,[],[]
1003020,Club Atlético Chacarita Juniors,ARG,28 mar 2002,22 años,183 cm,Derecho,G,12,145K €,[],[]
1883869,Club Atlético Chacarita Juniors,,Número de Camiseta,16,,,,,,[],[]
1966878,Club Atlético Chacarita Juniors,,24 oct 2005,19 años,,,,,,[],[]
1199249,Alvarado,ARG,3 ene 2004,20 años,181 cm,Derecho,F,20,160K €,[],[]
987080,CD Nueva Santa Cruz,COL,14 ago 1998,26 años,184 cm,Derecho,F,15,93K €,[],[]
1393285,Alvarado,ARG,26 nov 2002,21 años,187 cm,Derecho,F,16,120K €,[],[]
1836878,Alvarado,ARG,Posición,F,18,ARG,F,18,,[],[]
806381,Alvarado,ARG,7 ene 1995,29 años,190 cm,Derecho,F,9,240K €,[],[]
