player_id,team,nationality,birth_date,age,height,preferred_foot,position,shirt_number,market_value,pos,positions
1092606,Deportivo Morón,ARG,9 ago 1999,25 años,196 cm,Izquierdo,G,12,190K €,[],[]
974632,Deportivo Morón,ARG,27 ene 2000,24 años,185 cm,Derecho,G,1,24K €,[],[]
1119711,Deportivo Morón,ARG,5 oct 2001,23 años,180 cm,Derecho,G,ARG,,[],[]
1924598,Deportivo Morón,,Número de Camiseta,12,G,12,,,,[],[]
1823620,Deportivo Morón,ARG,Número de Camiseta,8,ARG,8,,,,[],[]
128464,Almagro,STP,29 may 1987,37 años,176 cm,Derecho,F,9,49K €,[],[]
1597479,Almagro,ARG,27 oct 2005,19 años,F,7,ARG,19 años,,[],[]
1464536,Almagro,ARG,23 jun 2005,19 años,F,9,ARG,19 años,,[],[]
1108647,Almagro,ARG,6 ene 1999,25 años,178 cm,Derecho,F,15,110K €,[],[]
1117099,Almagro,ARG,3 mar 2001,23 años,178 cm,Derecho,F,11,27K €,[],[]
1927313,Almagro,ARG,7 ene 2004,20 años,F,20,ARG,20 años,,[],[]
1211612,Almagro,ARG,8 abr 2001,23 años,170 cm,Derecho,M,11,47K €,[],[]
289773,Almagro,ARG,20 feb 1989,35 años,177 cm,Derecho,M,5,72K €,[],[]
1654124,Almagro,ARG,23 nov 2002,21 años,183 cm,Derecho,M,8,,[],[]
1113234,Almagro,ARG,14 abr 2003,21 años,166 cm,Derecho,M,17,,[],[]
1654222,Almagro,ARG,11 sept 2000,24 años,174 cm,Ambos,M,10,73K €,[],[]
892452,Almagro,ARG,18 jul 1995,29 años,166 cm,Derecho,M,10,180K €,[],[]
940615,Almagro,ARG,12 may 1997,27 años,171 cm,Izquierdo,M,20,120K €,[],[]
1009157,Almagro,ARG,28 ago 1998,26 años,181 cm,Derecho,M,5,97K €,[],[]
1654118,Almagro,ARG,12 jul 1999,25 años,177 cm,Derecho,M,16,46K €,[],[]
1925364,Almagro,ARG,26 mar 2001,23 años,177 cm,M,19,ARG,46K €,[],[]
941097,Almagro,ARG,10 mar 1999,25 años,193 cm,Izquierdo,D,6,68K €,[],[]
249869,Almagro,ARG,3 feb 1992,32 años,182 cm,Derecho,D,2,79K €,[],[]
992092,Almagro,ARG,20 ago 1999,25 años,170 cm,Izquierdo,D,15,52K €,[],[]
1214752,Almagro,ARG,6 feb 2000,24 años,D,4,ARG,24 años,,[],[]
1925365,Almagro,ARG,Posición,D,17,ARG,D,17,,[],[]
249273,Almagro,ARG,24 jun 1988,36 años,180 cm,Derecho,D,6,24K €,[],[]
884996,Almagro,ARG,23 feb 1991,33 años,179 cm,Derecho,D,14,78K €,[],[]
897147,Almagro,ARG,13 jun 1993,31 años,180 cm,Derecho,D,2,45K €,[],[]
1654116,Almagro,ARG,28 abr 1998,26 años,172 cm,Izquierdo,D,3,,[],[]
1823624,Almagro,ARG,20 sept 2000,24 años,185 cm,Izquierdo,D,13,27K €,[],[]
1866164,Almagro,ARG,Altura,184 cm,D,19,ARG,184 cm,,[],[]
884994,Almagro,ARG,29 nov 1991,32 años,182 cm,Derecho,G,1,260K €,[],[]
993236,Almagro,ARG,29 may 1998,26 años,194 cm,Derecho,G,18,330K €,[],[]
1464530,Almagro,ARG,4 ene 2001,23 años,180 cm,Derecho,G,12,26K €,[],[]
1869186,Almagro,,Número de Camiseta,13,,,,,,[],[]
1925363,Almagro,ARG,Número de Camiseta,18,ARG,18,,,,[],[]
1965531,Almagro,,Número de Camiseta,14,,,,,,[],[]
1126363,Chaco For Ever,ARG,18 ene 2000,24 años,185 cm,Derecho,F,9,210K €,[],[]
1018417,Chaco For Ever,ARG,13 feb 2000,24 años,180 cm,Derecho,F,9,53K €,[],[]
1086944,Chaco For Ever,ARG,12 ago 2000,24 años,170 cm,Derecho,M,8,120K €,[],[]
1087050,Chaco For Ever,ARG,23 dic 2000,23 años,180 cm,Derecho,M,16,130K €,[],[]
1066569,Chaco For Ever,ARG,24 may 1999,25 años,169 cm,Derecho,M,15,52K €,[],[]
859658,Chaco For Ever,ARG,20 dic 1994,29 años,169 cm,Derecho,M,7,160K €,[],[]
1196552,Chaco For Ever,ARG,6 jul 1998,26 años,168 cm,Derecho,M,18,105K €,[],[]
1084965,Chaco For Ever,ARG,30 abr 1997,27 años,176 cm,Izquierdo,M,11,135K €,[],[]
979657,Chaco For Ever,ARG,28 abr 1998,26 años,180 cm,Derecho,M,7,190K €,[],[]
1192491,Chaco For Ever,ARG,23 sept 2001,23 años,M,8,ARG,23 años,,[],[]
1476372,Chaco For Ever,ARG,25 oct 2001,23 años,M,19,ARG,23 años,,[],[]
876726,Chaco For Ever,ARG,23 may 1996,28 años,171 cm,Izquierdo,M,10,73K €,[],[]
943793,Chaco For Ever,ARG,2 abr 1994,30 años,175 cm,Derecho,M,18,170K €,[],[]
583330,Chaco For Ever,ARG,26 ene 1991,33 años,182 cm,Derecho,M,16,190K €,[],[]
951085,Chaco For Ever,ARG,14 sept 1994,30 años,174 cm,Derecho,M,8,24K €,[],[]
1110291,Chaco For Ever,ARG,9 feb 1991,33 años,169 cm,Derecho,M,15,70K €,[],[]
1469355,Chaco For Ever,ARG,Posición,M,16,ARG,M,16,,[],[]
1020990,Chaco For Ever,URU,20 mar 1999,25 años,179 cm,Izquierdo,D,3,260K €,[],[]
1111886,Chaco For Ever,ARG,8 mar 1998,26 años,185 cm,Derecho,D,6,105K €,[],[]
885514,Chaco For Ever,ARG,10 feb 1996,28 años,174 cm,Izquierdo,D,11,26K €,[],[]
385316,Chaco For Ever,ARG,2 feb 1993,31 años,181 cm,Derecho,D,4,48K €,[],[]
1110685,Chaco For Ever,ARG,30 ago 1997,27 años,183 cm,Derecho,D,13,48K €,[],[]
860055,Chaco For Ever,ARG,6 abr 1993,31 años,174 cm,Derecho,D,2,46K €,[],[]
1196558,CA San Jorge,ARG,25 nov 1994,29 años,183 cm,Derecho,D,4,,[],[]
1653803,Chaco For Ever,ARG,2 jul 1997,27 años,173 cm,Derecho,D,12,,[],[]
1469748,Chaco For Ever,ARG,11 dic 1990,33 años,192 cm,Derecho,D,ARG,73K €,[],[]
1182418,Chaco For Ever,ARG,28 jul 1988,36 años,178 cm,Derecho,G,12,27K €,[],[]
1191264,Chaco For Ever,ARG,5 jun 1994,30 años,178 cm,Derecho,G,1,,[],[]
1565253,Chaco For Ever,,Número de Camiseta,13,,,,,,[],[]
1651226,Chaco For Ever,,Número de Camiseta,20,20 años,20,,,,[],[]
1872858,Chaco For Ever,,Número de Camiseta,14,,,,,,[],[]
1891005,Chaco For Ever,,Número de Camiseta,12,,,,,,[],[]
581794,Almirante Brown,ARG,26 sept 1994,30 años,170 cm,Derecho,F,7,135K €,[],[]
976095,Almirante Brown,ARG,12 dic 1998,25 años,170 cm,Derecho,F,10,195K €,[],[]
974690,Almirante Brown,ARG,22 feb 2002,22 años,178 cm,Derecho,F,9,120K €,[],[]
1108946,Almirante Brown,PAR,2 may 1994,30 años,175 cm,Derecho,F,19,,[],[]
1474733,Deportivo Riestra,ARG,30 mar 2002,22 años,180 cm,Izquierdo,F,20,,[],[]
1392536,Almirante Brown,ARG,12 oct 2002,22 años,F,18,ARG,22 años,,[],[]
1393522,Almirante Brown,ARG,30 mar 2002,22 años,180 cm,Izquierdo,F,20,,[],[]
1649336,Almirante Brown,ARG,7 abr 2003,21 años,165 cm,Derecho,F,17,,[],[]
1131036,Almirante Brown,ARG,1 may 2001,23 años,175 cm,Izquierdo,M,7,47K €,[],[]
358976,Almirante Brown,ARG,5 sept 1996,28 años,183 cm,Izquierdo,M,5,78K €,[],[]
1537840,Almirante Brown,ARG,5 abr 2003,21 años,168 cm,Derecho,M,5,80K €,[],[]
1125854,Almirante Brown,ARG,29 abr 2002,22 años,178 cm,Derecho,M,11,77K €,[],[]
1649338,Almirante Brown,ARG,31 ene 2002,22 años,M,18,ARG,22 años,,[],[]
249357,Almirante Brown,ARG,21 jun 1986,38 años,178 cm,Derecho,M,8,,[],[]
1819311,Almirante Brown,ARG,17 ene 2001,23 años,170 cm,Derecho,M,16,24K €,[],[]
1654533,Almirante Brown,ARG,18 sept 2003,21 años,180 cm,Derecho,M,16,27K €,[],[]
895202,Almirante Brown,ARG,19 abr 1989,35 años,173 cm,Derecho,M,17,,[],[]
895226,Almirante Brown,ARG,9 nov 1996,28 años,176 cm,Derecho,M,17,23K €,[],[]
974666,Almirante Brown,ARG,2 jul 1995,29 años,179 cm,Derecho,M,11,52K €,[],[]
1186071,Almirante Brown,ARG,11 ene 2001,23 años,M,6,ARG,23 años,,[],[]
1973015,Almirante Brown,ARG,26 jul 2006,18 años,M,14,ARG,18 años,,[],[]
1808300,Almirante Brown,ARG,16 ene 2004,20 años,183 cm,Izquierdo,D,6,,[],[]
1537829,Almirante Brown,ARG,28 abr 2003,21 años,171 cm,Derecho,D,15,,[],[]
1067805,Almirante Brown,ARG,30 mar 2000,24 años,185 cm,Derecho,D,13,23K €,[],[]
1110285,Almirante Brown,ARG,16 oct 1999,25 años,188 cm,Derecho,D,2,140K €,[],[]
1086981,Almirante Brown,ARG,5 oct 2000,24 años,182 cm,D,3,ARG,,[],[]
906815,Almirante Brown,ARG,13 mar 1996,28 años,175 cm,Izquierdo,D,3,69K €,[],[]
1537863,Almirante Brown,ARG,28 may 2003,21 años,178 cm,Derecho,D,14,,[],[]
932094,Almirante Brown,ARG,9 abr 1998,26 años,172 cm,Izquierdo,D,14,120K €,[],[]
1592903,Racing Club Harelbeke,POR,14 mar 2003,21 años,D,25,POR,21 años,,[],[]
830709,Almirante Brown,ARG,18 abr 1991,33 años,178 cm,Derecho,G,1,160K €,[],[]
1087063,Almirante Brown,ARG,13 feb 2002,22 años,188 cm,Derecho,G,36,,[],[]
1201092,Almirante Brown,ARG,14 feb 2000,24 años,182 cm,Derecho,G,12,,[],[]
1878438,Almirante Brown,ARG,24 jun 2004,20 años,17,ARG,20 años,17,,[],[]
1654392,Almirante Brown,,Número de Camiseta,18,,,,,,[],[]
1654480,Almirante Brown,ARG,30 abr 2003,21 años,3,ARG,21 años,3,,[],[]
1858337,Almirante Brown,,Número de Camiseta,4,,,,,,[],[]
1846418,Almirante Brown,ARG,Número de Camiseta,20,ARG,20,,,,[],[]
1894116,Almirante Brown,,Número de Camiseta,14,,,,,,[],[]
871518,Defensores Unidos,ARG,30 oct 1988,36 años,187 cm,Derecho,F,10,120K €,[],[]
1065970,Defensores Unidos,ARG,24 feb 1999,25 años,170 cm,Derecho,F,17,55K €,[],[]
897010,,ARG,3 feb 1984,40 años,187 cm,Derecho,F,9,,[],[]
788039,Aurora FC,ARG,7 mar 1993,31 años,182 cm,Derecho,F,20,53K €,[],[]
882655,Defensores Unidos,ARG,8 abr 1997,27 años,185 cm,Derecho,F,19,82K €,[],[]
1845571,Defensores Unidos,,Número de Camiseta,19,F,19,,,,[],[]
1943215,Defensores Unidos,ARG,Posición,F,7,ARG,F,7,,[],[]
1979889,Defensores Unidos,,Posición,F,12,20 años,F,12,,[],[]
938553,Defensores Unidos,USA,22 feb 1997,27 años,178 cm,Izquierdo,M,11,170K €,[],[]
940609,Defensores Unidos,ARG,30 may 1998,26 años,178 cm,Derecho,M,5,81K €,[],[]
883930,Defensores Unidos,ARG,8 feb 1996,28 años,177 cm,Derecho,M,16,160K €,[],[]
1183523,Defensores Unidos,ARG,23 may 1994,30 años,178 cm,Derecho,M,11,105K €,[],[]
1801720,Defensores Unidos,ARG,28 abr 2003,21 años,M,16,ARG,21 años,,[],[]
896954,Defensores Unidos,ARG,2 feb 1989,35 años,173 cm,Derecho,M,5,48K €,[],[]
1111551,Defensores Unidos,ARG,24 jul 1998,26 años,173 cm,Derecho,M,19,110K €,[],[]
1114507,Defensores Unidos,ARG,28 ene 2000,24 años,177 cm,Derecho,M,8,47K €,[],[]
1468143,Defensores Unidos,ARG,27 ene 1998,26 años,173 cm,M,10,ARG,,[],[]
1097896,Brown de Adrogué,ARG,6 mar 1998,26 años,M,9,ARG,26 años,,[],[]
1465278,Defensores Unidos,ARG,21 abr 2003,21 años,172 cm,Izquierdo,M,16,26K €,[],[]
1465291,Defensores Unidos,ARG,17 ene 1991,33 años,171 cm,Derecho,M,18,73K €,[],[]
1894514,Defensores Unidos,,Posición,M,15,22 años,M,15,,[],[]
822592,Defensores Unidos,ARG,24 oct 1998,26 años,168 cm,Izquierdo,D,3,140K €,[],[]
1465279,Defensores Unidos,ARG,3 jun 1988,36 años,184 cm,Derecho,D,2,,[],[]
789359,Defensores Unidos,ARG,18 nov 1994,29 años,178 cm,Derecho,D,13,73K €,[],[]
932871,Defensores Unidos,ARG,2 feb 1997,27 años,183 cm,Derecho,D,13,26K €,[],[]
1018437,Defensores Unidos,ARG,27 ago 1998,26 años,179 cm,Derecho,D,14,24K €,[],[]
1020524,Defensores Unidos,ARG,26 ene 1997,27 años,180 cm,Derecho,D,6,26K €,[],[]
1092330,Defensores Unidos,ARG,13 mar 1998,26 años,178 cm,Derecho,D,7,135K €,[],[]
1465277,Defensores Unidos,ARG,30 jun 1987,37 años,193 cm,Izquierdo,D,6,,[],[]
1465284,Defensores Unidos,ARG,22 may 2000,24 años,175 cm,Derecho,D,14,52K €,[],[]
1465296,Defensores Unidos,ARG,15 oct 2001,23 años,171 cm,Derecho,D,ARG,,[],[]
1597625,Defensores Unidos,ARG,22 may 2000,24 años,175 cm,Derecho,D,4,,[],[]
895225,Defensores Unidos,ARG,27 abr 1990,34 años,178 cm,Derecho,G,1,24K €,[],[]
755106,Defensores Unidos,ARG,27 oct 1993,31 años,188 cm,G,12,ARG,27K €,[],[]
1901985,Defensores Unidos,,Número de Camiseta,20,,,,,,[],[]
1965493,Defensores Unidos,,Número de Camiseta,4,,,,,,[],[]
1979886,Defensores Unidos,,Número de Camiseta,3,,,,,,[],[]
1979888,Defensores Unidos,,Número de Camiseta,8,,,,,,[],[]
1979891,Defensores Unidos,,Número de Camiseta,16,,,,,,[],[]
1979892,Defensores Unidos,,Número de Camiseta,17,,,,,,[],[]
1117089,Atlético de Rafaela,ARG,2 jun 2001,23 años,187 cm,Izquierdo,F,9,190K €,[],[]
248105,Atlético de Rafaela,ARG,30 ene 1991,33 años,178 cm,Derecho,F,18,110K €,[],[]
993488,Atlético de Rafaela,ARG,15 ene 1997,27 años,185 cm,Derecho,F,9,120K €,[],[]
250237,Atlético de Rafaela,ARG,8 abr 1992,32 años,181 cm,Derecho,F,19,145K €,[],[]
1116310,Atlético de Rafaela,ARG,5 ago 1995,29 años,182 cm,Derecho,F,19,170K €,[],[]
1894780,Atlético de Rafaela,ARG,30 nov 2004,19 años,F,20,ARG,19 años,,[],[]
1984718,Atlético de Rafaela,,Posición,F,21,17 años,F,21,,[],[]
941539,Atlético de Rafaela,ARG,7 mar 1994,30 años,179 cm,Derecho,M,ARG,295K €,[],[]
1131065,Atlético de Rafaela,ARG,11 ago 2004,20 años,M,10,ARG,20 años,,[],[]
895207,Atlético de Rafaela,ARG,7 abr 1995,29 años,169 cm,Derecho,M,11,160K €,[],[]
857479,Atlético de Rafaela,ARG,4 nov 1996,28 años,172 cm,Derecho,M,27,310K €,[],[]
828869,Atlético de Rafaela,ARG,3 jul 1988,36 años,179 cm,Derecho,M,8,110K €,[],[]
333761,Atlético de Rafaela,ARG,19 jul 1994,30 años,178 cm,Derecho,M,5,295K €,[],[]
384262,Atlético de Rafaela,ARG,5 mar 1992,32 años,170 cm,Izquierdo,M,7,185K €,[],[]
551384,Atlético de Rafaela,ARG,21 ene 1995,29 años,179 cm,Derecho,M,15,24K €,[],[]
248093,Atlético de Rafaela,ARG,21 sept 1990,34 años,165 cm,Derecho,M,5,155K €,[],[]
1197692,Atlético de Rafaela,ARG,28 ene 2000,24 años,187 cm,Derecho,M,18,97K €,[],[]
1561867,Atlético de Rafaela,ARG,Altura,178 cm,Izquierdo,M,23,ARG,,[],[]
898894,Atlético de Rafaela,ARG,21 sept 1996,28 años,175 cm,Izquierdo,M,17,46K €,[],[]
1498725,Atlético de Rafaela,ARG,Posición,M,17,ARG,M,17,,[],[]
1839311,Atlético de Rafaela,ARG,Altura,179 cm,M,17,ARG,179 cm,,[],[]
1653802,Atlético de Rafaela,ARG,8 abr 2004,20 años,M,14,ARG,20 años,,[],[]
1831286,Atlético de Rafaela,,Número de Camiseta,16,M,16,,,,[],[]
1917953,Atlético de Rafaela,,Posición,M,16,18 años,M,16,,[],[]
1510239,Atlético de Rafaela,ARG,5 may 2003,21 años,185 cm,Derecho,D,4,47K €,[],[]
1218007,Atlético de Rafaela,ARG,25 feb 2004,20 años,189 cm,Derecho,D,6,,[],[]
895351,Atlético de Rafaela,ARG,11 may 1998,26 años,176 cm,Izquierdo,D,3,215K €,[],[]
584002,Atlético de Rafaela,ARG,19 nov 1992,31 años,192 cm,Derecho,D,4,345K €,[],[]
1103492,Atlético de Rafaela,PAR,16 sept 1996,28 años,187 cm,Derecho,D,13,105K €,[],[]
932883,Atlético de Rafaela,ARG,30 may 1995,29 años,177 cm,Izquierdo,D,2,140K €,[],[]
1831285,Atlético de Rafaela,,Número de Camiseta,22,D,22,,,,[],[]
1654125,Atlético de Rafaela,ARG,11 oct 2002,22 años,Derecho,D,ARG,22 años,,[],[]
1897921,Atlético de Rafaela,ARG,27 abr 2005,19 años,D,14,ARG,19 años,,[],[]
1653800,Atlético de Rafaela,ARG,17 ene 2002,22 años,D,ARG,22 años,D,,[],[]
1823168,Atlético de Rafaela,,Número de Camiseta,4,D,4,,,,[],[]
1870955,Atlético de Rafaela,ARG,16 feb 2006,18 años,D,14,ARG,18 años,,[],[]
1870957,Atlético de Rafaela,ARG,21 mar 2004,20 años,D,15,ARG,20 años,,[],[]
340747,Atlético de Rafaela,ARG,3 nov 1989,35 años,189 cm,Derecho,G,1,23K €,[],[]
1127423,Atlético de Rafaela,ARG,1 ene 2000,24 años,185 cm,Derecho,G,12,27K €,[],[]
1169610,Atlético de Rafaela,ARG,11 abr 2000,24 años,182 cm,Derecho,G,12,,[],[]
1507131,Atlético de Rafaela,ARG,Posición,G,1,ARG,G,1,,[],[]
1818105,Atlético de Rafaela,,Número de Camiseta,20,,,,,,[],[]
1834396,Atlético de Rafaela,ARG,22 jul 2003,21 años,ARG,21 años,,,,[],[]
992074,Brown de Adrogué,ARG,10 ago 1992,32 años,185 cm,Derecho,F,19,165K €,[],[]
932862,Brown de Adrogué,ARG,20 ene 1993,31 años,179 cm,Derecho,F,20,140K €,[],[]
288837,Brown de Adrogué,ARG,27 ene 1993,31 años,185 cm,F,9,ARG,120K €,[],[]
1086994,Brown de Adrogué,ARG,15 ago 1999,25 años,177 cm,Ambos,M,5,52K €,[],[]
973659,Brown de Adrogué,ARG,10 mar 1988,36 años,180 cm,Derecho,M,10,,[],[]
1131817,Brown de Adrogué,ARG,18 mar 2002,22 años,175 cm,Derecho,M,11,53K €,[],[]
1385660,Brown de Adrogué,ARG,9 dic 2003,20 años,180 cm,Izquierdo,M,21,26K €,[],[]
941421,Brown de Adrogué,ARG,25 may 1998,26 años,183 cm,Izquierdo,M,3,68K €,[],[]
1201524,Brown de Adrogué,ARG,11 ene 2002,22 años,162 cm,Izquierdo,M,18,23K €,[],[]
1656797,Brown de Adrogué,,Número de Camiseta,17,M,17,,,,[],[]
896860,Brown de Adrogué,ARG,18 dic 1991,32 años,190 cm,Derecho,M,5,23K €,[],[]
1086922,Brown de Adrogué,ARG,12 feb 2000,24 años,M,14,ARG,24 años,,[],[]
1474911,Brown de Adrogué,ARG,10 abr 2002,22 años,174 cm,Derecho,M,8,105K €,[],[]
1942427,Brown de Adrogué,ARG,1 ene 2000,24 años,M,22,ARG,24 años,,[],[]
1493175,Brown de Adrogué,CHI,29 may 2002,22 años,192 cm,Izquierdo,D,13,27K €,[],[]
905493,Brown de Adrogué,ARG,2 jul 1999,25 años,182 cm,Izquierdo,D,15,71K €,[],[]
174891,Brown de Adrogué,ARG,6 abr 1988,36 años,185 cm,Derecho,D,2,26K €,[],[]
1087012,Brown de Adrogué,ARG,31 mar 1998,26 años,168 cm,Derecho,D,7,110K €,[],[]
1656965,Brown de Adrogué,ARG,25 abr 1998,26 años,185 cm,Derecho,D,4,24K €,[],[]
884995,Brown de Adrogué,ARG,16 may 1991,33 años,178 cm,Derecho,D,13,70K €,[],[]
1180813,Rosario Central,ARG,24 ene 2001,23 años,D,16,ARG,23 años,,[],[]
1490857,Brown de Adrogué,ARG,11 sept 2003,21 años,186 cm,Izquierdo,D,6,27K €,[],[]
830692,Brown de Adrogué,ARG,12 ene 1994,30 años,186 cm,Derecho,G,1,,[],[]
1654178,Brown de Adrogué,ARG,18 feb 1994,30 años,187 cm,G,12,ARG,,[],[]
1656798,Brown de Adrogué,,Número de Camiseta,4,,,,,,[],[]
1907916,Brown de Adrogué,,Número de Camiseta,9,,,,,,[],[]
1872419,Brown de Adrogué,,Número de Camiseta,12,,,,,,[],[]
1879593,Brown de Adrogué,,Número de Camiseta,23,,,,,,[],[]
846158,San Martín de Tucumán,URU,17 may 1993,31 años,170 cm,Derecho,F,9,480K €,[],[]
88945,San Martín de Tucumán,ARG,21 oct 1983,41 años,184 cm,Izquierdo,F,20,,[],[]
1127517,San Martín de Tucumán,ARG,8 mar 2001,23 años,186 cm,Derecho,F,18,53K €,[],[]
1182500,San Martín de Tucumán,ARG,29 ene 1999,25 años,180 cm,Derecho,F,18,81K €,[],[]
120965,,CHI,24 oct 1986,38 años,184 cm,Izquierdo,M,16,,[],[]
340863,San Martín de Tucumán,ARG,22 oct 1991,33 años,174 cm,Izquierdo,M,11,310K €,[],[]
37937,San Martín de Tucumán,ARG,4 jun 1988,36 años,163 cm,Izquierdo,M,10,97K €,[],[]
939950,San Martín de Tucumán,ARG,4 jul 1997,27 años,170 cm,Derecho,M,5,245K €,[],[]
932899,San Martín de Tucumán,ARG,18 sept 1990,34 años,178 cm,Derecho,M,19,23K €,[],[]
1120461,San Martín de Tucumán,ARG,14 jul 2001,23 años,164 cm,M,17,ARG,170K €,[],[]
1095005,San Martín de Tucumán,ARG,26 mar 2002,22 años,175 cm,Derecho,M,22,120K €,[],[]
1097750,San Martín de Tucumán,ARG,4 jun 2001,23 años,173 cm,Izquierdo,M,16,110K €,[],[]
830586,San Martín de Tucumán,ARG,11 nov 1995,29 años,179 cm,Izquierdo,M,7,105K €,[],[]
823983,San Martín de Tucumán,ARG,5 abr 1997,27 años,180 cm,Derecho,M,16,115K €,[],[]
1465702,San Martín de Tucumán,ARG,Posición,M,15,ARG,M,15,,[],[]
1949731,San Martín de Tucumán,ARG,12 dic 2003,20 años,M,ARG,20 años,M,,[],[]
332777,San Martín de Tucumán,ARG,4 jun 1993,31 años,174 cm,Izquierdo,D,3,270K €,[],[]
581630,San Martín de Tucumán,ARG,26 sept 1992,32 años,171 cm,Derecho,D,4,335K €,[],[]
939949,San Martín de Tucumán,ARG,1 may 1997,27 años,193 cm,Derecho,D,2,170K €,[],[]
1110288,San Martín de Tucumán,ARG,20 abr 1999,25 años,190 cm,Derecho,D,6,365K €,[],[]
1085930,San Martín de Tucumán,ARG,7 nov 2002,22 años,176 cm,D,15,ARG,120K €,[],[]
938547,San Martín de Tucumán,ARG,8 ene 1996,28 años,182 cm,Derecho,D,13,270K €,[],[]
1654129,San Martín de Tucumán,ARG,23 abr 2004,20 años,187 cm,Derecho,D,23,70K €,[],[]
249999,San Martín de Tucumán,ARG,11 feb 1991,33 años,175 cm,Izquierdo,D,14,81K €,[],[]
872142,San Martín de Tucumán,ARG,28 mar 1996,28 años,173 cm,Derecho,D,14,23K €,[],[]
1003021,San Martín de Tucumán,ARG,19 sept 2003,21 años,192 cm,Derecho,G,12,120K €,[],[]
932935,San Martín de Tucumán,ARG,4 feb 1988,36 años,180 cm,Derecho,G,1,92K €,[],[]
992977,San Martín de Tucumán,ARG,4 jul 1991,33 años,183 cm,Derecho,G,12,23K €,[],[]
1949730,San Martín de Tucumán,,,,,,,,,[],[]
1957498,San Martín de Tucumán,,Número de Camiseta,17,,,,,,[],[]
106231,San Martín de San Juan,ARG,1 jul 1987,37 años,178 cm,Derecho,F,18,48K €,[],[]
842864,San Martín de San Juan,ARG,26 abr 1996,28 años,183 cm,Derecho,F,20,135K €,[],[]
1017377,San Martín de San Juan,ARG,2 jul 1999,25 años,170 cm,Derecho,M,11,315K €,[],[]
946195,San Martín de San Juan,ARG,8 ago 1998,26 años,173 cm,Derecho,M,7,750K €,[],[]
789383,San Martín de San Juan,ARG,8 jun 1994,30 años,180 cm,Derecho,M,14,47K €,[],[]
974657,San Martín de San Juan,ARG,4 dic 1997,26 años,180 cm,Derecho,M,8,460K €,[],[]
340939,San Martín de San Juan,ARG,6 feb 1990,34 años,173 cm,Izquierdo,M,14,26K €,[],[]
1108120,San Martín de San Juan,ARG,18 may 1999,25 años,184 cm,Derecho,M,17,46K €,[],[]
1092345,San Martín de San Juan,ARG,13 mar 2000,24 años,181 cm,Derecho,M,15,77K €,[],[]
1444671,San Martín de San Juan,ARG,19 abr 2005,19 años,M,19,ARG,19 años,,[],[]
79711,San Martín de San Juan,ARG,4 mar 1992,32 años,175 cm,Derecho,M,10,210K €,[],[]
316030,San Martín de San Juan,ARG,27 dic 1992,31 años,168 cm,Derecho,M,5,270K €,[],[]
895355,San Martín de San Juan,ARG,18 feb 1993,31 años,181 cm,Derecho,M,19,170K €,[],[]
1650462,San Martín de San Juan,ARG,4 ene 1997,27 años,170 cm,Izquierdo,M,19,190K €,[],[]
1146863,San Martín de San Juan,ARG,Posición,M,16,ARG,M,16,,[],[]
1404579,San Martín de San Juan,,Número de Camiseta,14,M,14,,,,[],[]
1534011,San Martín de San Juan,SPM,Posición,M,18,SPM,M,18,,[],[]
332863,San Martín de San Juan,ARG,13 sept 1993,31 años,174 cm,Derecho,D,4,46K €,[],[]
922439,San Martín de San Juan,ARG,16 jun 1997,27 años,192 cm,Derecho,D,13,160K €,[],[]
1022258,San Martín de San Juan,ARG,14 jul 1999,25 años,185 cm,Izquierdo,D,3,130K €,[],[]
1108449,San Martín de San Juan,ARG,29 ago 1997,27 años,193 cm,Derecho,D,2,120K €,[],[]
1182427,San Martín de San Juan,ARG,14 oct 2000,24 años,188 cm,Izquierdo,D,6,73K €,[],[]
897111,San Martín de San Juan,ARG,25 mar 1996,28 años,166 cm,Izquierdo,D,3,90K €,[],[]
902452,San Martín de San Juan,ARG,10 ago 1997,27 años,168 cm,Derecho,D,4,325K €,[],[]
1650463,San Martín de San Juan,ARG,27 ene 2002,22 años,182 cm,Derecho,D,16,,[],[]
1863115,San Martín de San Juan,ARG,12 may 1999,25 años,177 cm,Izquierdo,D,14,,[],[]
934122,San Martín de San Juan,ARG,21 ago 1998,26 años,186 cm,Derecho,G,1,260K €,[],[]
789879,San Martín de San Juan,ARG,13 mar 1998,26 años,183 cm,Derecho,G,12,27K €,[],[]
1654475,San Martín de San Juan,ARG,Número de Camiseta,17,ARG,17,,,,[],[]
1831197,San Martín de San Juan,,Número de Camiseta,16,,,,,,[],[]
220104,Quilmes Atlético Club,ARG,13 abr 1987,37 años,186 cm,Derecho,F,9,82K €,[],[]
79688,Quilmes Atlético Club,ARG,15 feb 1987,37 años,173 cm,Derecho,F,19,23K €,[],[]
1653799,Quilmes Atlético Club,ARG,18 jul 2006,18 años,183 cm,Derecho,F,9,,[],[]
1907930,Quilmes Atlético Club,ARG,28 nov 2005,18 años,F,18,ARG,18 años,,[],[]
1466651,Quilmes Atlético Club,ARG,15 jul 2003,21 años,176 cm,Derecho,F,18,27K €,[],[]
1653790,Quilmes Atlético Club,ARG,21 oct 2003,21 años,F,20,ARG,21 años,,[],[]
1799507,Quilmes Atlético Club,ARG,12 oct 2003,21 años,186 cm,Derecho,F,17,26K €,[],[]
