time,incidentType,incidentClass,isHome,player_id,player_shortName,player_jerseyNumber,playerIn_id,playerIn_shortName,playerIn_jerseyNumber,playerOut_id,playerOut_shortName,playerOut_jerseyNumber
43,card,yellow,away,929000.0,A. Aleo,3,,,,,,
38,card,yellow,home,884931.0,S. Moyano,4,,,,,,
30,goal,ownGoal,away,1131025.0,E. Almirón,9,,,,,,
29,card,yellow,home,941471.0,N. D. Priore,10,,,,,,
12,goal,regular,home,1650465.0,M. Sosa,7,,,,,,
90,period,,home,,,,,,,,,
90,substitution,regular,home,,,,1118567.0,G. Triverio,18,971190.0,M. Kabalin,8
90,substitution,regular,home,,,,1605141.0,M. F. Ferrari,14,830656.0,B. Mieres,4
90,injuryTime,,home,,,,,,,,,
84,goal,regular,home,789276.0,S. Rosales,10,,,,,,
75,goal,ownGoal,away,971190.0,M. Kabalin,8,,,,,,
74,substitution,regular,away,,,,1638680.0,M. Esparza,17,1597534.0,J. F. Galetto,8
74,substitution,regular,away,,,,122613.0,W. Busse,14,1466109.0,D. Carrasco,8
74,substitution,regular,away,,,,885005.0,A. Cháves,10,1197976.0,M. Birge,5
69,substitution,regular,home,,,,1650444.0,F. Wiechniak,13,933179.0,N. Romero,20
69,substitution,regular,home,,,,980541.0,K. Isa,7,1094083.0,J. P. Gobetto,15
61,card,yellow,home,830656.0,B. Mieres,4,,,,,,
61,card,yellow,home,971190.0,M. Kabalin,8,,,,,,
59,substitution,regular,home,,,,922436.0,A. Antilef,17,1650446.0,F. Posse,9
59,substitution,regular,away,,,,1182428.0,L. Gordillo,9,1110009.0,F. Heredia,11
46,substitution,regular,away,,,,1627952.0,F. Rojas,15,849028.0,I. Chaves,4
45,period,,home,,,,,,,,,
11,goal,regular,home,789276.0,S. Rosales,10,,,,,,
4,card,yellow,home,1214049.0,N. Agorreca,14,,,,,,
90,period,,home,,,,,,,,,
90,substitution,regular,home,,,,79286.0,J. Blanco,15,951719.0,M. Valiente,20
90,substitution,regular,home,,,,989895.0,Y. D. Vito,13,1126011.0,W. Machado,5
90,injuryTime,,home,,,,,,,,,
86,substitution,regular,home,,,,1201022.0,M. Gatani,16,1650474.0,T. González,10
83,substitution,regular,away,,,,989881.0,R. Balbuena,11,1492488.0,A. Paz,19
75,substitution,regular,home,,,,1021608.0,G. G. Villalba,19,912789.0,R. Reynaga,20
73,substitution,regular,away,,,,1806835.0,R. A. Villalba,19,974663.0,R. Ramírez,3
73,substitution,regular,away,,,,989989.0,A. Pastorelli,20,1187883.0,M. Amarfil,10
69,card,yellow,away,974656.0,E. Cardozo,10,,,,,,
62,goal,regular,home,981460.0,N. Cainelli,8,,,,,,
59,substitution,regular,away,,,,1597465.0,G. M. Altamirano,8,1597543.0,T. A. Rodriguez,8
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
90,period,,home,,,,,,,,,
90,substitution,regular,away,,,,1654072.0,B. G. Ruiz,18,1180582.0,Á. Almada,10
90,substitution,regular,away,,,,1184300.0,K. González,17,789948.0,P. Ruiz,9
90,card,yellow,home,946179.0,I. Ramírez,5,,,,,,
90,injuryTime,,home,,,,,,,,,
81,substitution,regular,away,,,,966511.0,T. Amilivia,20,1654073.0,F. Molina,9
78,substitution,regular,home,,,,1182432.0,L. Allende,11,1182406.0,A. Sánchez,3
76,card,yellow,home,249667.0,E. Kalinski,8,,,,,,
71,substitution,regular,home,,,,1907930.0,F. Mazzurco,18,1653790.0,B. Gauna,20
55,card,yellow,away,1017431.0,F. Versaci,11,,,,,,
46,substitution,regular,away,,,,856035.0,N. Alvarez,14,1394197.0,A. Steimbach,4
46,substitution,regular,home,,,,249667.0,E. Kalinski,8,1116121.0,S. Moya,6
46,substitution,regular,home,,,,1495204.0,F. H. Pérez,18,1418610.0,J. Postigo,13
46,substitution,regular,home,,,,1084975.0,R. Luna,10,79688.0,F. Bordagaray,19
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
26,goal,regular,away,1394197.0,A. Steimbach,4,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
85,goal,regular,home,838402.0,N. Talpone,7,,,,,,
83,card,red,away,1190579.0,E. S. Lazza,13,,,,,,
75,substitution,regular,home,,,,1819590.0,F. M. Taborda,13,989990.0,B. Farioli,19
72,substitution,regular,away,,,,1190579.0,E. S. Lazza,13,1092609.0,S. Sala,7
69,card,yellow,home,174825.0,P. Goltz,2,,,,,,
67,substitution,regular,away,,,,174909.0,F. Barrientos,20,1825228.0,T. U. Lauro,8
61,substitution,regular,home,,,,33776.0,J. Toledo,14,1657210.0,G. A. Rossi,9
56,card,yellow,away,1092609.0,S. Sala,7,,,,,,
54,card,yellow,home,1868531.0,A. Forneris,5,,,,,,
46,card,yellow,away,1001922.0,B. Machuca,2,,,,,,
46,substitution,regular,home,,,,992978.0,Ó. Garrido,15,974740.0,J. Antonini,17
46,substitution,regular,home,,,,1199307.0,E. Herrera,4,795980.0,J. Soñora,18
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
30,substitution,regular,home,,,,1868531.0,A. Forneris,5,78851.0,S. Prediger,20
20,card,yellow,home,78851.0,S. Prediger,20,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
89,substitution,regular,away,,,,941097.0,L. Falabella,6,940615.0,D. Brizuela,20
82,card,yellow,away,897147.0,M. Molina,2,,,,,,
77,substitution,regular,away,,,,1927313.0,M. J. Tappero,20,1654222.0,D. Vásquez,10
77,substitution,regular,away,,,,1009157.0,M. Montenegro,5,1500707.0,G. J. A. Silva,18
72,substitution,regular,home,,,,1092330.0,L. Arregui,7,1597625.0,J. C. P. D. León,4
72,substitution,regular,home,,,,1111551.0,F. Lonardi,19,1183523.0,A. Sombra,11
65,card,yellow,away,249869.0,A. Alegre,2,,,,,,
63,substitution,regular,home,,,,882655.0,M. Peralta,19,1860361.0,F. R. Silva,8
60,substitution,regular,away,,,,884996.0,N. O. Basualdo,14,1214752.0,L. Gamba,4
56,card,yellow,home,1114507.0,N. Cavagnero,8,,,,,,
54,goal,penalty,away,1500707.0,G. J. A. Silva,18,,,,,,
51,card,yellow,away,1500707.0,G. J. A. Silva,18,,,,,,
45,period,,home,,,,,,,,,
45,substitution,regular,away,,,,892452.0,J. Ibáñez,10,1211612.0,F. Vedoya,11
45,injuryTime,,home,,,,,,,,,
23,goal,regular,home,1819575.0,R. A. Juárez,9,,,,,,
21,card,yellow,away,1214752.0,L. Gamba,4,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,1182422.0,J. Ghirardello,6,,,,,,
90,injuryTime,,home,,,,,,,,,
87,substitution,regular,away,,,,1116307.0,P. Hofstetter,14,1485504.0,S. Bellatti,6
83,goal,regular,home,1627966.0,J. Ferrero,15,,,,,,
76,substitution,regular,away,,,,1653821.0,F. D. S. Fernández,19,828867.0,E. Dening,11
76,substitution,regular,away,,,,1597483.0,A. R. Picco,14,868363.0,G. Asis,4
76,substitution,regular,home,,,,1214749.0,F. Real,15,883236.0,A. Kippes,2
76,substitution,regular,home,,,,973989.0,D. Müller,20,942371.0,M. Rojas,8
75,card,yellow,home,1627955.0,F. Sena,10,,,,,,
71,goal,regular,away,974679.0,F. Coronel,7,,,,,,
68,substitution,regular,away,,,,859698.0,E. Purita,16,941534.0,A. Bonansea,9
68,substitution,regular,away,,,,974679.0,F. Coronel,7,992108.0,W. Rueda,18
63,substitution,regular,home,,,,796102.0,D. Sosa,11,1627973.0,L. Villegas,9
63,substitution,regular,home,,,,1627955.0,F. Sena,10,557108.0,N. Luján,19
63,substitution,regular,home,,,,1092303.0,I. Ortigoza,18,1464853.0,T. Cravero,5
58,goal,regular,away,878716.0,J. Perotti,10,,,,,,
53,goal,regular,away,878716.0,J. Perotti,10,,,,,,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
43,card,yellow,away,992108.0,W. Rueda,18,,,,,,
28,goal,regular,away,828867.0,E. Dening,11,,,,,,
19,goal,regular,home,1110286.0,M. Batallini,7,,,,,,
15,card,yellow,home,155701.0,F. Cardozo,6,,,,,,
90,period,,home,,,,,,,,,
89,card,yellow,away,850892.0,A. Sosa,2,,,,,,
70,substitution,regular,home,,,,1182417.0,F. Tisera,7,830888.0,E. Franco,17
70,substitution,regular,home,,,,927422.0,G. Mayenfisch,18,288317.0,D. Diellos,9
68,goal,regular,home,288317.0,D. Diellos,9,,,,,,
63,substitution,regular,away,,,,966177.0,T. Ortiz,14,1185974.0,M. Trombini,15
63,substitution,regular,away,,,,1095007.0,L. Ríos,7,1613988.0,V. Serrano,11
61,substitution,regular,home,,,,1653787.0,G. Lillo,4,1133394.0,I. Lartirigoyen,20
61,substitution,regular,home,,,,1109313.0,C. Medina,16,1109292.0,R. González,10
60,card,yellow,away,1114485.0,A. Amaya,4,,,,,,
59,card,yellow,home,790190.0,R. Ayala,3,,,,,,
58,goal,regular,home,288317.0,D. Diellos,9,,,,,,
49,card,yellow,away,1182248.0,I. Cabrera,3,,,,,,
46,substitution,regular,away,,,,1879943.0,J. Ledesma,54,1799657.0,M. Lucero,16
45,period,,home,,,,,,,,,
45,substitution,regular,home,,,,974746.0,J. Barreto,19,971191.0,A. Cossi,11
45,injuryTime,,home,,,,,,,,,
30,card,yellow,home,971191.0,A. Cossi,11,,,,,,
28,card,yellow,home,1605142.0,A. F. Lamosa,6,,,,,,
19,goal,regular,home,971191.0,A. Cossi,11,,,,,,
2,goal,regular,home,1133394.0,I. Lartirigoyen,20,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
89,substitution,regular,away,,,,1605505.0,I. Figueroa,15,340453.0,S. Gallucci,5
85,substitution,regular,home,,,,966484.0,M. Donato,22,1198495.0,N. Molina,9
79,goal,regular,away,1020531.0,F. Toloza,9,,,,,,
76,substitution,regular,away,,,,1464537.0,T. Bovone,16,1488560.0,A. Rodriguez,14
76,substitution,regular,home,,,,1020530.0,F. Pulicastro,11,925013.0,G. Rivero,23
70,goal,regular,away,1654081.0,D. Guallama,19,,,,,,
61,substitution,regular,away,,,,1020531.0,F. Toloza,9,1215983.0,A. Melo,17
61,substitution,regular,away,,,,990059.0,J. Salas,8,1018466.0,T. Assennato,7
61,substitution,regular,away,,,,1654081.0,D. Guallama,19,1597672.0,T. E. Calone,10
61,card,yellow,home,1198495.0,N. Molina,9,,,,,,
56,substitution,regular,home,,,,1111534.0,A. Campana,14,1097734.0,J. Denis,20
45,period,,home,,,,,,,,,
45,card,yellow,away,1215983.0,A. Melo,17,,,,,,
45,injuryTime,,home,,,,,,,,,
24,goal,regular,home,1198495.0,N. Molina,9,,,,,,
16,goal,regular,home,1108984.0,N. Monserrat,2,,,,,,
90,period,,home,,,,,,,,,
90,inGamePenalty,missed,home,1883371.0,L. N. Ovando,10,,,,,,
90,injuryTime,,home,,,,,,,,,
85,substitution,regular,away,,,,1918751.0,M. G. Dávila,,922442.0,A. Montero,8
85,substitution,regular,home,,,,1887616.0,R. A. Rodríguez,11,1001815.0,E. Contreras,7
85,substitution,regular,home,,,,1654180.0,I. G. Valenzuela,15,918238.0,M. D. Col,4
85,substitution,regular,home,,,,1543739.0,L. Silva,,974678.0,N. Fernández,3
80,substitution,regular,away,,,,990046.0,A. Schönfeld,15,249309.0,E. Moreno,11
76,substitution,regular,home,,,,1883371.0,L. N. Ovando,10,1605139.0,F. F. Acosta,19
72,substitution,regular,home,,,,1095678.0,S. Mayorga,16,944659.0,S. Briñone,8
65,card,yellow,away,974650.0,E. Lettieri,6,,,,,,
65,substitution,regular,away,,,,795362.0,A. Melo,10,1109105.0,E. Silcan,3
65,substitution,regular,away,,,,789921.0,D. Lemos,5,340521.0,A. Gagliardi,9
64,card,yellow,home,844534.0,M. Acosta,20,,,,,,
57,card,yellow,away,1087717.0,M. Villarreal,14,,,,,,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
31,goal,regular,home,1001815.0,E. Contreras,7,,,,,,
90,period,,home,,,,,,,,,
90,substitution,regular,home,,,,981412.0,L. Arroyo,17,1092324.0,A. Dramisino,8
90,substitution,regular,home,,,,257461.0,F. Evangelista,13,843404.0,L. Marinucci,11
90,injuryTime,,home,,,,,,,,,
84,substitution,regular,away,,,,1385660.0,T. Sives,21,973659.0,M. Sproat,10
84,substitution,regular,away,,,,992074.0,G. Tellas,19,1201524.0,L. Castillo,18
80,goal,penalty,home,1108122.0,I. A. Costantino,20,,,,,,
78,card,yellow,away,1654178.0,M. E. Wysocki,12,,,,,,
68,substitution,regular,home,,,,1108122.0,I. A. Costantino,20,906807.0,N. Previtali,15
68,substitution,regular,home,,,,1131028.0,G. Vega,7,1131024.0,E. Bodencer,11
62,substitution,regular,away,,,,1802532.0,B. López,9,1086994.0,G. Desio,5
62,substitution,regular,away,,,,1474911.0,L. Lovazzano,8,288837.0,L. Buter,9
46,substitution,regular,home,,,,1605509.0,N. Medina,19,801254.0,C. Lattanzio,8
45,period,,home,,,,,,,,,
45,card,yellow,home,801254.0,C. Lattanzio,8,,,,,,
45,injuryTime,,home,,,,,,,,,
44,card,yellow,home,1598415.0,T. A. Rojas,6,,,,,,
22,substitution,regular,away,,,,1131817.0,F. Benitez,11,932862.0,M. Nouet,20
90,period,,home,,,,,,,,,
90,card,yellow,away,1086999.0,G. Piñeiro,8,,,,,,
88,goal,regular,home,800243.0,F. Castro,9,,,,,,
84,substitution,regular,home,,,,996708.0,I. Maggi,7,1492488.0,A. Paz,19
81,card,yellow,away,1799573.0,A. A. Sosa,7,,,,,,
80,substitution,regular,away,,,,1087512.0,S. Luján,18,1182395.0,A. Alonso,21
76,substitution,regular,home,,,,989989.0,A. Pastorelli,20,1109382.0,T. D. Rossi,6
76,substitution,regular,home,,,,1597482.0,M. H. Zurita,14,974663.0,R. Ramírez,3
72,card,yellow,away,978882.0,R. González,4,,,,,,
70,substitution,regular,away,,,,1086999.0,G. Piñeiro,8,1065614.0,V. Larralde,
70,substitution,regular,away,,,,1048283.0,N. Guzmán,10,939935.0,N. Laméndola,11
63,substitution,regular,home,,,,1597465.0,G. M. Altamirano,8,974656.0,E. Cardozo,10
48,goal,regular,away,1093119.0,A. Colazo,9,,,,,,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
41,card,yellow,home,1492488.0,A. Paz,19,,,,,,
10,card,yellow,home,1092337.0,T. Bottari,5,,,,,,
5,goal,regular,home,901024.0,S. Callegari,2,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,992514.0,R. Salinas,9,,,,,,
83,substitution,regular,home,,,,990046.0,A. Schönfeld,15,898764.0,P. Cucchi,11
83,substitution,regular,home,,,,1918751.0,M. G. Dávila,,340521.0,A. Gagliardi,9
79,substitution,regular,away,,,,1018462.0,S. Cocimano,20,1798778.0,M. Meléndez,4
74,substitution,regular,away,,,,992514.0,R. Salinas,9,938560.0,H. Rivero,9
74,card,yellow,away,1067810.0,M. Quiroz,18,,,,,,
69,substitution,regular,home,,,,795362.0,A. Melo,10,255969.0,S. Navarro,7
69,substitution,regular,home,,,,1109367.0,B. Camisassa,7,941083.0,J. Marcioni,11
62,substitution,regular,home,,,,1110290.0,M. Ramos,18,223904.0,M. Rivero,16
46,substitution,regular,away,,,,579384.0,M. Pisano,7,895309.0,G. Lazarte,3
46,substitution,regular,away,,,,1067810.0,M. Quiroz,18,789378.0,F. Brandan,18
46,substitution,regular,away,,,,1384649.0,T. Fernandez,14,250011.0,V. Figueroa,10
45,period,,home,,,,,,,,,
31,card,red,away,994455.0,N. Watson,5,,,,,,
28,goal,regular,home,340521.0,A. Gagliardi,9,,,,,,
19,goal,regular,home,255969.0,S. Navarro,7,,,,,,
16,card,yellow,away,938560.0,H. Rivero,9,,,,,,
15,card,yellow,away,897060.0,C. Pombo,15,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
85,substitution,regular,away,,,,1131028.0,G. Vega,7,1092324.0,A. Dramisino,8
85,substitution,regular,away,,,,257461.0,F. Evangelista,13,801254.0,C. Lattanzio,8
85,substitution,regular,away,,,,981412.0,L. Arroyo,17,1598415.0,T. A. Rojas,6
85,card,yellow,away,290003.0,M. Rosales,4,,,,,,
83,card,yellow,away,843404.0,L. Marinucci,11,,,,,,
83,card,yellow,away,128384.0,D. Gissi,2,,,,,,
80,substitution,regular,home,,,,941097.0,L. Falabella,6,940615.0,D. Brizuela,20
80,substitution,regular,home,,,,884996.0,N. O. Basualdo,14,1500707.0,G. J. A. Silva,18
65,card,yellow,away,965967.0,J. M. Requena,16,,,,,,
64,substitution,regular,away,,,,1605509.0,N. Medina,19,1131024.0,E. Bodencer,11
64,substitution,regular,home,,,,1654222.0,D. Vásquez,10,892452.0,J. Ibáñez,10
55,substitution,regular,away,,,,1108122.0,I. A. Costantino,20,906807.0,N. Previtali,15
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
32,substitution,regular,home,,,,1199316.0,N. Troncoso,20,1464536.0,T. Dornell,9
90,period,,home,,,,,,,,,
87,card,yellow,home,1597480.0,I. Santa Cruz,7,,,,,,
83,card,yellow,away,1128477.0,G. Mansilla,5,,,,,,
83,goal,regular,home,1597480.0,I. Santa Cruz,7,,,,,,
74,substitution,regular,away,,,,890052.0,G. Gómez,18,1650465.0,M. Sosa,7
74,substitution,regular,away,,,,1471235.0,F. Giaccone,15,989395.0,M. Viguet,11
74,substitution,regular,home,,,,1389869.0,E. Griffa,16,871808.0,L. Belleggia,8
73,goal,regular,home,1111802.0,C. Vega,19,,,,,,
65,substitution,regular,home,,,,1597480.0,I. Santa Cruz,7,1654488.0,M. Gerez,7
65,substitution,regular,home,,,,951082.0,F. López,3,1196555.0,J. Gauna,15
59,substitution,regular,home,,,,1111802.0,C. Vega,19,1654395.0,H. Brylko,19
59,substitution,regular,home,,,,1134870.0,D. Véliz,11,898767.0,P. Palacios,20
55,substitution,regular,away,,,,1128477.0,G. Mansilla,5,941471.0,N. D. Priore,10
51,goal,regular,home,898767.0,P. Palacios,20,,,,,,
46,substitution,regular,away,,,,1887552.0,M. A. S. Klosko,19,1392678.0,F. Rasic,20
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
37,goal,regular,home,871808.0,L. Belleggia,8,,,,,,
18,substitution,regular,away,,,,1093193.0,P. Ostachuk,6,1657209.0,J. C. Arno,16
14,card,yellowRed,away,1110008.0,M. Tarón,6,,,,,,
12,card,yellow,away,1110008.0,M. Tarón,6,,,,,,
90,period,,home,,,,,,,,,
90,substitution,regular,home,,,,1182427.0,J. Marchio,6,1022258.0,A. Sienra,6
90,substitution,regular,away,,,,1003022.0,J. P. Krilanovich,18,1131023.0,B. Bernardi,6
90,injuryTime,,home,,,,,,,,,
77,substitution,regular,away,,,,1185974.0,M. Trombini,15,1799657.0,M. Lucero,16
71,card,yellow,home,946195.0,T. Fernández,7,,,,,,
69,card,yellow,home,1108449.0,R. Cáseres,2,,,,,,
68,substitution,regular,home,,,,106231.0,F. González,18,1117089.0,N. Fúnez,9
65,substitution,regular,away,,,,1597542.0,K. A. Pavía,19,913609.0,A. Maziero,9
65,substitution,regular,away,,,,1426170.0,N. Frascone,17,850892.0,A. Sosa,2
65,substitution,regular,away,,,,1493118.0,C. S. López,15,1613988.0,V. Serrano,11
62,substitution,regular,home,,,,842864.0,N. Franco,20,79711.0,S. Gonzalez,10
45,period,,home,,,,,,,,,
45,substitution,regular,home,,,,946195.0,T. Fernández,7,789383.0,E. Montagna,14
45,substitution,regular,home,,,,1092345.0,G. Olguin,15,316030.0,N. Pelaitay,5
45,injuryTime,,home,,,,,,,,,
25,card,yellow,home,1022258.0,A. Sienra,6,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,838402.0,N. Talpone,7,,,,,,
90,substitution,regular,home,,,,1650570.0,L. Lucero,15,871813.0,M. Arturia,11
85,substitution,regular,home,,,,1514550.0,P. Casarico,6,1650569.0,J. Mavilla,20
85,substitution,regular,home,,,,1845671.0,L. Richarte,8,789398.0,L. Lopez,18
83,goal,penalty,home,1018405.0,F. Ayunta,9,,,,,,
79,card,yellow,away,974659.0,F. Castet,3,,,,,,
75,substitution,regular,away,,,,873642.0,B. Guille,11,1868531.0,A. Forneris,5
68,substitution,regular,home,,,,1018405.0,F. Ayunta,9,1018388.0,E. Ibáñez,14
65,substitution,regular,away,,,,795980.0,J. Soñora,18,989990.0,B. Farioli,19
58,card,yellowRed,away,992978.0,Ó. Garrido,15,,,,,,
46,substitution,regular,away,,,,1932842.0,N. A. Fernández,3,874567.0,J. Neris,16
46,substitution,regular,away,,,,33776.0,J. Toledo,14,1657210.0,G. A. Rossi,9
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
42,card,yellow,away,992978.0,Ó. Garrido,15,,,,,,
38,card,yellow,home,875564.0,A. Aguirre,4,,,,,,
30,card,yellow,home,1018388.0,E. Ibáñez,14,,,,,,
21,card,yellow,away,974740.0,J. Antonini,17,,,,,,
5,substitution,regular,away,,,,249899.0,F. Jourdan,8,78851.0,S. Prediger,20
90,period,,home,,,,,,,,,
90,card,yellow,home,1111886.0,Leyendeker,6,,,,,,
90,injuryTime,,home,,,,,,,,,
86,substitution,regular,away,,,,1597529.0,J. J. P. Lapegüe,18,789298.0,N. Sanchez,10
83,card,yellow,away,340847.0,Y. Bonnin,1,,,,,,
79,substitution,regular,away,,,,1118569.0,M. Mansilla,14,1092312.0,B. N. Ferreyra,11
79,substitution,regular,away,,,,1114260.0,E. Jara,17,1157397.0,B. Perez,8
79,substitution,regular,away,,,,174855.0,D. Braghieri,6,1016645.0,F. Giacopuzzi,2
77,substitution,regular,home,,,,876726.0,B. Obregon,10,979657.0,B. Nievas,7
68,card,yellow,away,1092312.0,B. N. Ferreyra,11,,,,,,
67,substitution,regular,home,,,,1819549.0,G. N. Cañete,16,385316.0,A. Bellone,4
59,substitution,regular,away,,,,1393676.0,J. Palacio,20,1113237.0,J. Eseiza,19
46,substitution,regular,home,,,,943793.0,G. Lucero,18,1192491.0,S. Valenzuela,8
46,substitution,regular,home,,,,859658.0,J. Iritier,7,885514.0,L. Lapetina,11
45,period,,home,,,,,,,,,
45,goal,regular,away,1113237.0,J. Eseiza,19,,,,,,
45,injuryTime,,home,,,,,,,,,
5,card,yellow,home,979657.0,B. Nievas,7,,,,,,
90,period,,home,,,,,,,,,
90,substitution,regular,home,,,,966511.0,T. Amilivia,20,1180582.0,Á. Almada,10
90,injuryTime,,home,,,,,,,,,
82,goal,penalty,home,1021876.0,A. Lavezzi,7,,,,,,
76,substitution,regular,away,,,,1020530.0,F. Pulicastro,11,925013.0,G. Rivero,23
76,substitution,regular,away,,,,789367.0,P. Romero,3,1097734.0,J. Denis,20
72,substitution,regular,away,,,,1214062.0,A. Benítez,19,896925.0,F. Enrique,10
71,substitution,regular,home,,,,1394197.0,A. Steimbach,4,250337.0,S. Olivarez,13
71,substitution,regular,home,,,,1654073.0,F. Molina,9,856035.0,N. Alvarez,14
70,card,yellow,away,941475.0,D. Tello,1,,,,,,
65,goal,regular,away,1627956.0,F. Duré,5,,,,,,
46,substitution,regular,home,,,,1184300.0,K. González,17,1654196.0,F. N. Bergés,8
45,period,,home,,,,,,,,,
45,goal,regular,home,1180582.0,Á. Almada,10,,,,,,
45,injuryTime,,home,,,,,,,,,
32,substitution,regular,away,,,,789845.0,T. Asprea,8,1198495.0,N. Molina,9
31,card,yellow,away,1198495.0,N. Molina,9,,,,,,
27,card,yellow,away,122626.0,D. Achucarro,13,,,,,,
21,card,yellow,away,1627956.0,F. Duré,5,,,,,,
12,goal,regular,away,925013.0,G. Rivero,23,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,home,1182417.0,F. Tisera,7,,,,,,
89,goal,regular,home,1182417.0,F. Tisera,7,,,,,,
88,substitution,regular,home,,,,1183942.0,J. Yangali,15,1109292.0,R. González,10
84,card,yellow,away,1510239.0,N. Kozlovsky,4,,,,,,
84,substitution,regular,away,,,,993488.0,R. Dichiara,9,1131065.0,B. Tomatis,10
84,substitution,regular,away,,,,1823168.0,J. Stizza,4,250237.0,P. Vidal,19
78,goal,regular,home,1653788.0,M. Salerno,18,,,,,,
77,substitution,regular,home,,,,1182417.0,F. Tisera,7,830888.0,E. Franco,17
77,substitution,regular,home,,,,1653788.0,M. Salerno,18,974746.0,J. Barreto,19
68,substitution,regular,away,,,,898894.0,M. Valdivia,17,248093.0,M. Fissore,5
68,substitution,regular,away,,,,250237.0,P. Vidal,19,248105.0,L. Albertengo,18
64,substitution,regular,away,,,,1561867.0,L. Merlino,23,1897921.0,E. Wuattier,14
60,goal,penalty,away,895351.0,F. Quiroz,3,,,,,,
58,card,yellow,home,885513.0,B. Bustos,1,,,,,,
52,substitution,regular,home,,,,927422.0,G. Mayenfisch,18,1133394.0,I. Lartirigoyen,20
50,goal,regular,away,1131065.0,B. Tomatis,10,,,,,,
45,period,,home,,,,,,,,,
43,goal,regular,home,1109292.0,R. González,10,,,,,,
90,period,,home,,,,,,,,,
90,goal,regular,home,174891.0,A. Masuero,2,,,,,,
90,card,yellow,away,1067805.0,G. Errecalde,13,,,,,,
81,substitution,regular,away,,,,1649338.0,T. Almada,18,1474733.0,R. G. Herrero,20
81,substitution,regular,away,,,,895202.0,L. Guzmán,17,974690.0,G. Flores,9
79,substitution,regular,home,,,,1086994.0,G. Desio,5,1201524.0,L. Castillo,18
74,card,yellow,away,1808300.0,L. F. Quiroz,6,,,,,,
70,substitution,regular,home,,,,992074.0,G. Tellas,19,288837.0,L. Buter,9
69,card,yellow,home,896860.0,N. Pereyra,5,,,,,,
62,substitution,regular,home,,,,1802532.0,B. López,9,1385660.0,T. Sives,21
61,goal,penalty,away,1846418.0,F. Garcia,20,,,,,,
60,substitution,regular,away,,,,1808300.0,L. F. Quiroz,6,358976.0,J. Ibáñez,5
60,substitution,regular,away,,,,1846418.0,F. Garcia,20,1537829.0,N. Acosta,15
45,period,,home,,,,,,,,,
31,substitution,regular,away,,,,932094.0,M. Abreliano,14,248153.0,C. Varela,
28,goal,regular,home,1131817.0,F. Benitez,11,,,,,,
6,goal,ownGoal,away,288837.0,L. Buter,9,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
88,substitution,regular,home,,,,1654474.0,F. Tcherkaski,19,896922.0,E. Aguirre,7
88,substitution,regular,home,,,,1465695.0,A. Hernández,16,1506776.0,P. Moyano,11
87,goal,regular,home,896922.0,E. Aguirre,7,,,,,,
85,substitution,regular,away,,,,1845571.0,V. Toniolo,19,896954.0,M. Nizzo,5
82,goal,penalty,home,896922.0,E. Aguirre,7,,,,,,
80,card,yellow,away,871518.0,M. A. Gimenez,10,,,,,,
74,substitution,regular,away,,,,882655.0,M. Peralta,19,1183523.0,A. Sombra,11
67,substitution,regular,away,,,,883930.0,B. Guerra,16,1860361.0,F. R. Silva,8
66,substitution,regular,home,,,,1887626.0,E. N. G. Cruz,,1093117.0,N. Zeineddin,19
58,substitution,regular,home,,,,926232.0,L. Chávez,18,992953.0,C. Sánchez,17
58,substitution,regular,home,,,,146950.0,M. Laba,8,1021878.0,B. Gómez,10
45,period,,home,,,,,,,,,
90,period,,home,,,,,,,,,
90,goal,penalty,away,88945.0,G. Klusener,20,,,,,,
90,injuryTime,,home,,,,,,,,,
85,substitution,regular,home,,,,1117101.0,R. Riquelme,6,843002.0,R. Perez,8
85,substitution,regular,home,,,,926420.0,H. Sandoval,9,1103048.0,M. Galeano,7
78,substitution,regular,home,,,,1654396.0,F. Funes,20,971173.0,C. Machado,10
76,substitution,regular,away,,,,1120461.0,L. Fedele,17,932899.0,G. Rodríguez,19
74,card,yellow,home,1485384.0,M. Moreno,29,,,,,,
